user_loc,fr_loc,scaled_sci,Migrants_from_fr
CD,TZ,86002,..
CD,UA,965,..
CD,UG,183705,6637
CD,US,2309,..
CD,UY,3413,..
CD,UZ,598,..
CD,VC,4923,..
CD,VN,245,..
CD,VU,1980,..
CD,WS,1298,..
CD,XK,600,#N/A
CD,YT,39688,#N/A
CD,ZA,36760,..
CD,ZM,122815,..
CD,ZW,26913,..
CD,NA,76023,..
CF,AE,9145,..
CF,AG,2674,..
CF,AL,1144,..
CF,AM,458,..
CF,AO,22390,..
CF,AR,562,..
CF,AT,968,22
CF,AU,1548,10
CF,AW,1176,..
CF,AZ,833,..
CF,BA,2945,..
CF,BB,2483,..
CF,BD,10058,..
CF,BE,17773,..
CF,BF,253677,..
CF,BG,473,..
CF,BH,6391,..
CF,BI,260988,..
CF,BJ,279517,..
CF,BN,1876,..
CF,BO,706,..
CF,BR,1180,..
CF,BS,3357,..
CF,BT,1989,..
CF,BW,138273,..
CF,BY,1065,..
CF,BZ,1821,..
CF,CA,11561,202
CF,CD,210799,18733
CF,CF,295885565,..
CF,CG,1876801,..
CF,CH,9110,157
CF,CI,143783,..
CF,CL,809,..
CF,CM,1739362,..
CF,CO,947,..
CF,CR,837,..
CF,CV,6677,..
CF,CW,1177,..
CF,CY,9875,7
CF,CZ,438,..
CF,DE,2153,..
CF,DJ,93196,..
CF,DK,913,2
CF,DO,3879,..
CF,DZ,4911,..
CF,EC,963,..
CF,EE,390,..
CF,EG,22446,41
CF,ES,2781,..
CF,ET,4221,..
CF,FI,4228,..
CF,FJ,2394,..
CF,FR,107337,10425
CF,GA,782818,..
CF,GB,1689,..
CF,GD,4581,..
CF,GE,4898,..
CF,GF,41204,#N/A
CF,GH,45479,..
CF,GM,41813,..
CF,GN,147797,..
CF,GP,9483,#N/A
CF,GQ,662737,..
CF,GR,1335,..
CF,GT,601,..
CF,GU,506,..
CF,GW,45078,..
CF,GY,4627,..
CF,HK,868,..
CF,HN,1167,..
CF,HR,704,..
CF,HT,34491,..
CF,HU,941,..
CF,ID,2076,..
CF,IE,1307,10
CF,IM,358,..
CF,IN,703,..
CF,IS,800,..
CF,IT,3118,71
CF,JE,1180,#N/A
CF,JM,7307,..
CF,JO,7043,..
CF,JP,388,..
CF,KE,41295,..
CF,KG,1189,..
CF,KH,14184,..
CF,KI,2111,..
CF,KM,33503,..
CF,KR,813,..
CF,KW,9503,..
CF,KY,2413,..
CF,KZ,706,..
CF,LA,342,..
CF,LB,33191,..
CF,LC,2744,..
CF,LK,8660,..
CF,LR,72633,..
CF,LS,21566,..
CF,LT,794,..
CF,LU,17319,..
CF,LV,738,..
CF,LY,28757,..
CF,MA,45829,..
CF,MD,1939,..
CF,ME,3811,..
CF,MG,38461,..
CF,MK,9586,..
CF,ML,180502,327
CF,MM,195,..
CF,MN,583,..
CF,MO,1262,..
CF,MQ,13086,#N/A
CF,MR,319230,..
CF,MT,6614,..
CF,MU,6544,..
CF,MV,3538,..
CF,MW,16495,..
CF,MX,453,..
CF,MY,1163,..
CF,MZ,23886,..
CF,NC,2051,..
CF,NE,287172,..
CF,NG,16443,..
CF,NI,1356,..
CF,NL,2166,35
CF,NO,1342,..
CF,NP,27241,..
CF,NZ,651,..
CF,OM,5423,..
CF,PA,969,..
CF,PE,4214,..
CF,PF,2063,..
CF,PG,4745,..
CF,PH,1074,..
CF,PK,7604,..
CF,PL,950,..
CF,PR,368,..
CF,PS,1704,#N/A
CF,PT,21794,..
CF,PY,1710,..
CF,QA,7067,..
CF,RE,7960,#N/A
CF,RO,2159,..
CF,RS,8005,..
CF,RW,487012,..
CF,SA,10613,..
CF,SB,3920,..
CF,SC,12396,..
CF,SE,5269,13
CF,SG,980,..
CF,SI,714,46
CF,SK,315,..
CF,SL,52999,..
CF,SN,323662,..
CF,SR,7524,..
CF,ST,26631,79
CF,SV,583,..
CF,SZ,20038,#N/A
CF,TD,4166245,10910
CF,TG,523748,9
CF,TH,214,..
CF,TJ,1286,..
CF,TL,2043,..
CF,TN,14563,..
CF,TO,1450,..
CF,TR,2072,7
CF,TT,3777,..
CF,TW,126,#N/A
CF,TZ,68951,..
CF,UA,644,..
CF,UG,56610,..
CF,US,2690,596
CF,UY,859,..
CF,UZ,570,..
CF,VC,3078,..
CF,VN,269,..
CF,VU,1812,..
CF,WS,1245,..
CF,XK,8772,#N/A
CF,YT,28702,#N/A
CF,ZA,11120,56
CF,ZM,128892,..
CF,ZW,9936,..
CF,NA,26992,..
CG,AE,5878,..
CG,AG,7083,..
CG,AL,1038,..
CG,AM,974,..
CG,AO,180942,41856
CG,AR,832,..
CG,AT,1666,..
CG,AU,624,..
CG,AW,1598,..
CG,AZ,1274,..
CG,BA,686,..
CG,BB,3892,..
CG,BD,1590,..
CG,BE,15056,..
CG,BF,221543,..
CG,BG,1235,..
CG,BH,2465,..
CG,BI,75073,..
CG,BJ,348992,15421
CG,BN,809,..
CG,BO,846,..
CG,BR,1898,..
CG,BS,7714,..
CG,BT,501,..
CG,BW,33392,..
CG,BY,3233,..
CG,BZ,2711,..
CG,CA,7300,..
CG,CD,1191462,172923
CG,CF,1876801,33186
CG,CG,67749228,..
CG,CH,6651,..
CG,CI,349125,..
CG,CL,1399,..
CG,CM,409001,11469
CG,CO,1304,..
CG,CR,1237,..
CG,CV,13689,..
CG,CW,2829,..
CG,CY,21742,..
CG,CZ,516,..
CG,DE,2257,587
CG,DJ,33668,..
CG,DK,854,..
CG,DO,9341,..
CG,DZ,6118,..
CG,EC,1060,..
CG,EE,473,..
CG,EG,2032,..
CG,ES,2581,..
CG,ET,3272,..
CG,FI,1537,..
CG,FJ,1605,..
CG,FR,67871,10474
CG,GA,1431088,3210
CG,GB,2534,..
CG,GD,9495,..
CG,GE,916,..
CG,GF,40234,#N/A
CG,GH,41773,..
CG,GM,82157,..
CG,GN,274726,..
CG,GP,18660,#N/A
CG,GQ,330964,1605
CG,GR,4162,..
CG,GT,773,..
CG,GU,875,..
CG,GW,77127,..
CG,GY,9468,..
CG,HK,483,..
CG,HN,1832,..
CG,HR,866,..
CG,HT,64593,..
CG,HU,491,..
CG,ID,897,..
CG,IE,2501,..
CG,IM,337,..
CG,IN,814,..
CG,IS,601,..
CG,IT,4020,..
CG,JE,444,#N/A
CG,JM,15514,..
CG,JO,1285,..
CG,JP,365,..
CG,KE,35671,..
CG,KG,609,..
CG,KH,577,..
CG,KI,3710,..
CG,KM,34940,..
CG,KR,438,..
CG,KW,3238,..
CG,KY,3464,..
CG,KZ,536,..
CG,LA,359,..
CG,LB,20970,1184
CG,LC,8570,..
CG,LK,1325,..
CG,LR,84571,..
CG,LS,26921,..
CG,LT,459,..
CG,LU,10257,..
CG,LV,734,..
CG,LY,6197,..
CG,MA,22187,..
CG,MD,1827,..
CG,ME,2668,..
CG,MG,57038,..
CG,MK,892,..
CG,ML,637809,34426
CG,MM,241,..
CG,MN,405,..
CG,MO,414,..
CG,MQ,14387,#N/A
CG,MR,331857,3196
CG,MT,5360,..
CG,MU,9486,..
CG,MV,1745,..
CG,MW,20660,..
CG,MX,760,..
CG,MY,992,..
CG,MZ,55587,..
CG,NC,3157,..
CG,NE,137439,..
CG,NG,16471,..
CG,NI,1945,..
CG,NL,1478,..
CG,NO,1043,..
CG,NP,724,..
CG,NZ,564,..
CG,OM,3005,..
CG,PA,1583,..
CG,PE,805,..
CG,PF,2615,..
CG,PG,7822,..
CG,PH,1245,..
CG,PK,2136,..
CG,PL,777,..
CG,PR,911,..
CG,PS,922,#N/A
CG,PT,3117,1462
CG,PY,2022,..
CG,QA,3756,..
CG,RE,10559,#N/A
CG,RO,1515,..
CG,RS,936,..
CG,RW,52802,25495
CG,SA,2864,..
CG,SB,6372,..
CG,SC,12462,..
CG,SE,1860,..
CG,SG,568,..
CG,SI,629,..
CG,SK,452,..
CG,SL,70270,..
CG,SN,316286,13463
CG,SR,13426,..
CG,ST,53547,..
CG,SV,891,..
CG,SZ,36834,#N/A
CG,TD,266009,10723
CG,TG,314728,2473
CG,TH,219,..
CG,TJ,1510,..
CG,TL,1445,..
CG,TN,13766,..
CG,TO,1547,..
CG,TR,1937,..
CG,TT,4722,..
CG,TW,185,#N/A
CG,TZ,43027,..
CG,UA,2543,..
CG,UG,46053,..
CG,US,2337,168
CG,UY,889,..
CG,UZ,999,..
CG,VC,8464,..
CG,VN,203,..
CG,VU,2306,..
CG,WS,1270,..
CG,XK,1084,#N/A
CG,YT,34314,#N/A
CG,ZA,31007,..
CG,ZM,56288,..
CG,ZW,18186,..
CG,NA,307307,..
CH,AE,7630,451
CH,AG,9546,117
CH,AL,42777,2082
CH,AM,4919,768
CH,AO,5192,6966
CH,AR,3778,9193
CH,AT,119231,67514
CH,AU,13070,8165
CH,AW,9887,..
CH,AZ,3272,599
CH,BA,110805,59685
CH,BB,6890,88
CH,BD,668,2192
CH,BE,33858,16847
CH,BF,5015,669
CH,BG,19923,6176
CH,BH,3859,318
CH,BI,5049,603
CH,BJ,3740,587
CH,BN,1926,58
CH,BO,5299,3544
CH,BR,4776,49250
CH,BS,8728,134
CH,BT,5612,74
CH,BW,1629,76
CH,BY,5572,1239
CH,BZ,2932,65
CH,CA,13490,12829
CH,CD,6452,7125
CH,CF,9110,211
CH,CG,6651,1276
CH,CH,7536706,..
CH,CI,5640,3131
CH,CL,4365,8039
CH,CM,12032,7526
CH,CO,3914,12394
CH,CR,7702,969
CH,CV,107200,2208
CH,CW,8463,..
CH,CY,18448,392
CH,CZ,16176,14763
CH,DE,77934,376007
CH,DJ,12088,104
CH,DK,21868,6229
CH,DO,17944,11154
CH,DZ,1873,9957
CH,EC,5115,5241
CH,EE,15289,610
CH,EG,1698,6676
CH,ES,23480,65211
CH,ET,15458,5405
CH,FI,18366,5774
CH,FJ,2933,72
CH,FR,47464,157721
CH,GA,5798,289
CH,GB,17781,49847
CH,GD,5907,48
CH,GE,5878,716
CH,GF,9007,#N/A
CH,GH,2915,2877
CH,GM,25644,749
CH,GN,12574,1276
CH,GP,20301,#N/A
CH,GQ,8933,44
CH,GR,32355,9596
CH,GT,1434,1057
CH,GU,2360,..
CH,GW,38052,355
CH,GY,1658,141
CH,HK,6782,..
CH,HN,2310,580
CH,HR,50831,22576
CH,HT,2584,1916
CH,HU,44651,18173
CH,ID,641,3790
CH,IE,18225,3783
CH,IM,17302,..
CH,IN,737,19791
CH,IS,39247,428
CH,IT,73366,274648
CH,JE,36703,#N/A
CH,JM,5682,830
CH,JO,2488,712
CH,JP,3669,7878
CH,KE,3904,3539
CH,KG,2107,518
CH,KH,1694,2695
CH,KI,1736,..
CH,KM,1775,31
CH,KR,2345,3758
CH,KW,2746,487
CH,KY,17369,..
CH,KZ,1880,2491
CH,LA,1558,1081
CH,LB,16593,6411
CH,LC,7691,61
CH,LK,18677,43708
CH,LR,3552,457
CH,LS,683,88
CH,LT,11470,1309
CH,LU,151187,2503
CH,LV,17918,1738
CH,LY,2353,1139
CH,MA,4174,18145
CH,MD,13995,1239
CH,ME,71089,2900
CH,MG,5150,1835
CH,MK,320693,60994
CH,ML,3266,464
CH,MM,311,262
CH,MN,8699,718
CH,MO,5391,..
CH,MQ,14581,#N/A
CH,MR,2079,134
CH,MT,35834,308
CH,MU,23643,3024
CH,MV,8950,67
CH,MW,1177,113
CH,MX,1640,6851
CH,MY,1639,2473
CH,MZ,2052,1313
CH,NC,13480,..
CH,NE,3768,206
CH,NG,1914,3633
CH,NI,3188,631
CH,NL,25486,32535
CH,NO,23792,2536
CH,NP,1676,988
CH,NZ,13130,1958
CH,OM,2419,91
CH,PA,4995,471
CH,PE,3340,10103
CH,PF,15235,..
CH,PG,802,269
CH,PH,2414,13915
CH,PK,1131,4616
CH,PL,16296,27384
CH,PR,2312,..
CH,PS,2065,#N/A
CH,PT,272106,213555
CH,PY,7186,1057
CH,QA,6393,72
CH,RE,12066,#N/A
CH,RO,29627,15402
CH,RS,114409,174909
CH,RW,3981,1128
CH,SA,2639,1031
CH,SB,997,..
CH,SC,32351,244
CH,SE,28832,10580
CH,SG,11787,1935
CH,SI,77995,4061
CH,SK,40245,12934
CH,SL,3902,352
CH,SN,10716,2430
CH,SR,2025,112
CH,ST,15634,59
CH,SV,1902,769
CH,SZ,1522,#N/A
CH,TD,5660,316
CH,TG,11733,1935
CH,TH,3659,20734
CH,TJ,2578,170
CH,TL,1342,..
CH,TN,13931,11568
CH,TO,1912,..
CH,TR,9307,87634
CH,TT,3461,352
CH,TW,1842,#N/A
CH,TZ,1608,921
CH,UA,4109,7641
CH,UG,5142,823
CH,US,5671,39775
CH,UY,4768,1769
CH,UZ,1504,768
CH,VC,4283,..
CH,VN,849,12499
CH,VU,2178,..
CH,WS,1432,..
CH,XK,451336,#N/A
CH,YT,3771,#N/A
CH,ZA,2177,7920
CH,ZM,1331,379
CH,ZW,2579,1114
CH,NA,5462,343
CI,AE,4813,..
CI,AG,4552,..
CI,AL,1029,..
CI,AM,628,..
CI,AO,29854,..
CI,AR,811,..
CI,AT,994,..
CI,AU,392,..
CI,AW,1278,..
CI,AZ,1445,..
CI,BA,677,..
CI,BB,2446,..
CI,BD,1432,..
CI,BE,8437,..
CI,BF,874950,1307265
CI,BG,744,..
CI,BH,2322,..
CI,BI,59346,..
CI,BJ,274285,54608
CI,BN,673,..
CI,BO,764,..
CI,BR,1644,..
CI,BS,4030,..
CI,BT,459,..
CI,BW,39415,..
CI,BY,1521,..
CI,BZ,1842,..
CI,CA,6434,..
CI,CD,103434,..
CI,CF,143783,..
CI,CG,349125,..
CI,CH,5640,..
CI,CI,8544942,..
CI,CL,818,..
CI,CM,123302,..
CI,CO,1199,..
CI,CR,1306,..
CI,CV,10366,294
CI,CW,1659,..
CI,CY,6575,..
CI,CZ,387,..
CI,DE,2724,..
CI,DJ,17424,..
CI,DK,749,..
CI,DO,4960,..
CI,DZ,7197,..
CI,EC,980,..
CI,EE,326,..
CI,EG,2499,..
CI,ES,3547,..
CI,ET,2800,..
CI,FI,542,..
CI,FJ,1175,..
CI,FR,37696,..
CI,GA,282644,..
CI,GB,1901,..
CI,GD,5237,..
CI,GE,795,..
CI,GF,19033,#N/A
CI,GH,69020,43176
CI,GM,89307,44
CI,GN,481773,95929
CI,GP,12753,#N/A
CI,GQ,332842,..
CI,GR,1150,..
CI,GT,770,..
CI,GU,536,..
CI,GW,78495,332
CI,GY,5037,..
CI,HK,307,..
CI,HN,1580,..
CI,HR,542,..
CI,HT,30045,..
CI,HU,593,..
CI,ID,882,..
CI,IE,1137,..
CI,IM,221,..
CI,IN,649,..
CI,IS,803,..
CI,IT,8196,..
CI,JE,369,#N/A
CI,JM,9025,..
CI,JO,1926,..
CI,JP,256,..
CI,KE,48795,..
CI,KG,689,..
CI,KH,647,..
CI,KI,1650,..
CI,KM,30798,..
CI,KR,372,..
CI,KW,11933,..
CI,KY,2006,..
CI,KZ,663,..
CI,LA,458,..
CI,LB,26651,..
CI,LC,4242,..
CI,LK,1051,..
CI,LR,143842,83252
CI,LS,37089,..
CI,LT,469,..
CI,LU,9739,..
CI,LV,752,..
CI,LY,13038,3701
CI,MA,18916,..
CI,MD,628,..
CI,ME,1094,..
CI,MG,55703,..
CI,MK,802,..
CI,ML,601587,359579
CI,MM,263,..
CI,MN,400,..
CI,MO,344,..
CI,MQ,11425,#N/A
CI,MR,166939,8076
CI,MT,13296,..
CI,MU,8232,..
CI,MV,1633,..
CI,MW,17721,..
CI,MX,694,..
CI,MY,532,..
CI,MZ,49810,..
CI,NC,2895,..
CI,NE,303865,50280
CI,NG,22976,39306
CI,NI,1721,..
CI,NL,1212,..
CI,NO,630,..
CI,NP,553,..
CI,NZ,275,..
CI,OM,3250,..
CI,PA,1335,..
CI,PE,694,..
CI,PF,3775,..
CI,PG,9898,..
CI,PH,1056,..
CI,PK,1906,..
CI,PL,425,..
CI,PR,613,..
CI,PS,1350,#N/A
CI,PT,1981,..
CI,PY,1918,..
CI,QA,3279,..
CI,RE,7397,#N/A
CI,RO,1431,..
CI,RS,819,..
CI,RW,24981,..
CI,SA,3761,..
CI,SB,3753,..
CI,SC,14766,..
CI,SE,1235,..
CI,SG,492,..
CI,SI,595,..
CI,SK,415,..
CI,SL,96920,665
CI,SN,170101,19183
CI,SR,7394,..
CI,ST,41417,..
CI,SV,906,..
CI,SZ,28625,#N/A
CI,TD,87670,..
CI,TG,329845,50831
CI,TH,270,..
CI,TJ,1988,..
CI,TL,1194,..
CI,TN,26177,..
CI,TO,1340,..
CI,TR,1472,..
CI,TT,2927,..
CI,TW,142,#N/A
CI,TZ,91260,..
CI,UA,1100,..
CI,UG,41572,..
CI,US,1759,..
CI,UY,956,..
CI,UZ,922,..
CI,VC,5578,..
CI,VN,230,..
CI,VU,2095,..
CI,WS,1218,..
CI,XK,949,#N/A
CI,YT,16608,#N/A
CI,ZA,14541,..
CI,ZM,33473,..
CI,ZW,11079,..
CI,NA,23270,..
CL,AE,677,5
CL,AG,2610,13
CL,AL,504,26
CL,AM,238,12
CL,AO,1207,58
CL,AR,22391,73285
CL,AT,1778,557
CL,AU,3867,1038
CL,AW,35761,5
CL,AZ,271,5
CL,BA,558,12
CL,BB,1313,5
CL,BD,229,5
CL,BE,1834,877
CL,BF,601,2
CL,BG,641,97
CL,BH,497,5
CL,BI,426,2
CL,BJ,1299,2
CL,BN,419,..
CL,BO,50704,39084
CL,BR,2870,18986
CL,BS,11767,2
CL,BT,299,5
CL,BW,598,5
CL,BY,779,5
CL,BZ,2023,2
CL,CA,2684,1922
CL,CD,870,13
CL,CF,809,5
CL,CG,1399,13
CL,CH,4365,1077
CL,CI,818,8
CL,CL,2624706,..
CL,CM,846,5
CL,CO,31282,24427
CL,CR,9420,486
CL,CV,839,2
CL,CW,16693,..
CL,CY,969,13
CL,CZ,634,151
CL,DE,2132,12665
CL,DJ,294,..
CL,DK,2007,242
CL,DO,33036,289
CL,DZ,774,45
CL,EC,21549,24427
CL,EE,764,45
CL,EG,459,85
CL,ES,12739,9194
CL,ET,210,5
CL,FI,1159,138
CL,FJ,313,8
CL,FR,1892,3298
CL,GA,845,5
CL,GB,1139,18901
CL,GD,1659,5
CL,GE,385,2
CL,GF,48494,#N/A
CL,GH,865,7
CL,GM,1269,2
CL,GN,803,5
CL,GP,21377,#N/A
CL,GQ,2706,2
CL,GR,1008,203
CL,GT,3828,236
CL,GU,463,5
CL,GW,764,5
CL,GY,3733,15
CL,HK,508,55
CL,HN,4894,249
CL,HR,1124,396
CL,HT,185695,45
CL,HU,574,343
CL,ID,441,90
CL,IE,2345,133
CL,IM,781,..
CL,IN,136,574
CL,IS,2148,12
CL,IT,2455,3934
CL,JE,1196,#N/A
CL,JM,2392,23
CL,JO,538,87
CL,JP,606,848
CL,KE,703,20
CL,KG,146,5
CL,KH,155,5
CL,KI,445,..
CL,KM,248,2
CL,KR,469,1113
CL,KW,428,8
CL,KY,3368,2
CL,KZ,195,7
CL,LA,120,2
CL,LB,954,212
CL,LC,1894,64
CL,LK,328,7
CL,LR,1743,5
CL,LS,414,12
CL,LT,525,18
CL,LU,2388,15
CL,LV,590,37
CL,LY,299,23
CL,MA,1323,90
CL,MD,283,8
CL,ME,1078,..
CL,MG,662,8
CL,MK,577,422
CL,ML,683,93
CL,MM,97,2
CL,MN,243,2
CL,MO,546,8
CL,MQ,9801,#N/A
CL,MR,515,2
CL,MT,2684,15
CL,MU,551,5
CL,MV,535,2
CL,MW,241,2
CL,MX,5467,1809
CL,MY,285,26
CL,MZ,923,47
CL,NC,994,5
CL,NE,460,12
CL,NG,496,20
CL,NI,5175,249
CL,NL,1649,682
CL,NO,2397,355
CL,NP,260,8
CL,NZ,6042,146
CL,OM,412,5
CL,PA,18170,537
CL,PE,34375,185731
CL,PF,5498,5
CL,PG,287,5
CL,PH,570,210
CL,PK,468,169
CL,PL,380,462
CL,PR,5840,191
CL,PS,890,#N/A
CL,PT,2917,261
CL,PY,20859,1275
CL,QA,652,27
CL,RE,514,#N/A
CL,RO,596,374
CL,RS,969,..
CL,RW,376,5
CL,SA,416,18
CL,SB,320,..
CL,SC,1886,..
CL,SE,4070,1308
CL,SG,601,61
CL,SI,996,40
CL,SK,438,55
CL,SL,1549,2
CL,SN,631,5
CL,SR,6750,5
CL,ST,949,12
CL,SV,4929,242
CL,SZ,551,#N/A
CL,TD,465,18
CL,TG,1074,20
CL,TH,178,37
CL,TJ,250,2
CL,TL,387,..
CL,TN,977,15
CL,TO,627,287
CL,TR,395,268
CL,TT,5587,12
CL,TW,303,#N/A
CL,TZ,528,8
CL,UA,460,169
CL,UG,768,5
CL,US,2623,8386
CL,UY,18748,2381
CL,UZ,181,5
CL,VC,1173,5
CL,VN,114,12
CL,VU,226,2
CL,WS,287,..
CL,XK,426,#N/A
CL,YT,307,#N/A
CL,ZA,411,21290
CL,ZM,784,5
CL,ZW,312,12
CL,NA,2393,5
CM,AE,53946,..
CM,AG,5716,..
CM,AL,1085,..
CM,AM,438,..
CM,AO,24096,2777
CM,AR,703,..
CM,AT,1771,..
CM,AU,634,..
CM,AW,1458,..
CM,AZ,1297,..
CM,BA,767,..
CM,BB,2918,..
CM,BD,1432,..
CM,BE,27351,..
CM,BF,122418,..
CM,BG,652,..
CM,BH,25802,..
CM,BI,51343,..
CM,BJ,143519,2608
CM,BN,782,..
CM,BO,694,..
CM,BR,1401,..
CM,BS,4283,..
CM,BT,560,..
CM,BW,34193,..
CM,BY,3436,..
CM,BZ,2237,..
CM,CA,10547,193
CM,CD,133456,4431
CM,CF,1739362,285641
CM,CG,409001,3209
CM,CH,12032,..
CM,CI,123302,..
CM,CL,846,..
CM,CM,15607846,..
CM,CO,1031,..
CM,CR,1179,..
CM,CV,6814,..
CM,CW,1924,..
CM,CY,92449,..
CM,CZ,507,..
CM,DE,9480,318
CM,DJ,33248,..
CM,DK,2017,..
CM,DO,4907,..
CM,DZ,5903,..
CM,EC,874,..
CM,EE,2909,..
CM,EG,1834,..
CM,ES,2866,..
CM,ET,2495,..
CM,FI,3843,..
CM,FJ,1299,..
CM,FR,25303,5016
CM,GA,663817,1146
CM,GB,3209,276
CM,GD,6366,..
CM,GE,1022,..
CM,GF,15631,#N/A
CM,GH,26510,..
CM,GM,29122,..
CM,GN,190246,4974
CM,GP,10134,#N/A
CM,GQ,1227530,3648
CM,GR,5627,207
CM,GT,588,..
CM,GU,595,..
CM,GW,25750,..
CM,GY,5607,..
CM,HK,444,..
CM,HN,1240,..
CM,HR,673,..
CM,HT,31147,..
CM,HU,709,..
CM,ID,720,..
CM,IE,2786,..
CM,IM,1261,..
CM,IN,573,..
CM,IS,938,..
CM,IT,4744,551
CM,JE,445,#N/A
CM,JM,9187,..
CM,JO,1121,..
CM,JP,805,..
CM,KE,29873,..
CM,KG,559,..
CM,KH,614,..
CM,KI,1702,..
CM,KM,20298,..
CM,KR,987,..
CM,KW,10659,..
CM,KY,2559,..
CM,KZ,471,..
CM,LA,462,..
CM,LB,7109,..
CM,LC,5377,..
CM,LK,1130,..
CM,LR,73571,4624
CM,LS,24482,..
CM,LT,1435,..
CM,LU,24526,..
CM,LV,1544,..
CM,LY,12070,..
CM,MA,10315,..
CM,MD,940,..
CM,ME,1100,..
CM,MG,39199,..
CM,MK,775,..
CM,ML,90730,8914
CM,MM,258,..
CM,MN,398,..
CM,MO,320,..
CM,MQ,7914,#N/A
CM,MR,36904,..
CM,MT,6920,..
CM,MU,10279,..
CM,MV,1906,..
CM,MW,18829,..
CM,MX,636,..
CM,MY,586,..
CM,MZ,34126,..
CM,NC,1828,..
CM,NE,241212,11415
CM,NG,34659,115519
CM,NI,1456,..
CM,NL,1703,172
CM,NO,1845,..
CM,NP,562,..
CM,NZ,477,..
CM,OM,3454,..
CM,PA,1045,..
CM,PE,589,..
CM,PF,2095,..
CM,PG,6790,..
CM,PH,1304,..
CM,PK,1837,..
CM,PL,486,..
CM,PR,652,..
CM,PS,830,#N/A
CM,PT,1868,..
CM,PY,1658,..
CM,QA,5730,..
CM,RE,5328,#N/A
CM,RO,1682,..
CM,RS,910,..
CM,RW,34035,..
CM,SA,2643,..
CM,SB,3130,..
CM,SC,29230,..
CM,SE,3321,..
CM,SG,477,..
CM,SI,783,..
CM,SK,510,..
CM,SL,45552,..
CM,SN,65023,3426
CM,SR,7698,..
CM,ST,34409,..
CM,SV,698,..
CM,SZ,23054,#N/A
CM,TD,1875157,76601
CM,TG,217420,..
CM,TH,449,..
CM,TJ,2910,..
CM,TL,920,..
CM,TN,8816,..
CM,TO,1520,..
CM,TR,2495,..
CM,TT,3557,..
CM,TW,142,#N/A
CM,TZ,34882,..
CM,UA,1464,..
CM,UG,41165,..
CM,US,4127,889
CM,UY,770,..
CM,UZ,1021,..
CM,VC,6273,..
CM,VN,265,..
CM,VU,1521,..
CM,WS,1737,..
CM,XK,979,#N/A
CM,YT,14721,#N/A
CM,ZA,14183,..
CM,ZM,50310,..
CM,ZW,8461,..
CM,NA,19554,..
CO,AE,1578,42
CO,AG,2085,41
CO,AL,689,52
CO,AM,245,..
CO,AO,2561,56
CO,AR,10660,3419
CO,AT,1192,222
CO,AU,3818,234
CO,AW,133423,328
CO,AZ,384,..
CO,BA,387,..
CO,BB,1497,..
CO,BD,583,..
CO,BE,1513,464
CO,BF,925,..
CO,BG,561,90
CO,BH,1093,..
CO,BI,621,..
CO,BJ,1898,..
CO,BN,376,..
CO,BO,10665,874
CO,BR,3491,2496
CO,BS,3829,..
CO,BT,349,..
CO,BW,525,..
CO,BY,573,..
CO,BZ,5411,..
CO,CA,3294,1051
CO,CD,898,..
CO,CF,947,..
CO,CG,1304,..
CO,CH,3914,725
CO,CI,1199,..
CO,CL,31282,2162
CO,CM,1031,..
CO,CO,1789452,..
CO,CR,17315,1128
CO,CV,1270,..
CO,CW,59367,97
CO,CY,947,..
CO,CZ,429,41
CO,DE,1485,2523
CO,DJ,584,..
CO,DK,694,97
CO,DO,22004,410
CO,DZ,1718,26
CO,EC,42726,15212
CO,EE,433,22
CO,EG,1125,149
CO,ES,23978,7086
CO,ET,348,..
CO,FI,500,50
CO,FJ,470,..
CO,FR,1583,2203
CO,GA,984,..
CO,GB,1038,1322
CO,GD,1716,..
CO,GE,403,..
CO,GF,4629,#N/A
CO,GH,1513,..
CO,GM,2178,..
CO,GN,1037,..
CO,GP,1694,#N/A
CO,GQ,5929,..
CO,GR,727,124
CO,GT,10695,490
CO,GU,450,..
CO,GW,1691,..
CO,GY,7101,20
CO,HK,361,36
CO,HN,15542,376
CO,HR,520,60
CO,HT,3863,122
CO,HU,458,149
CO,ID,602,88
CO,IE,739,139
CO,IM,504,..
CO,IN,281,153
CO,IS,1664,..
CO,IT,2147,3001
CO,JE,1053,#N/A
CO,JM,2055,63
CO,JO,787,190
CO,JP,325,771
CO,KE,843,..
CO,KG,175,..
CO,KH,346,..
CO,KI,595,..
CO,KM,448,..
CO,KR,353,292
CO,KW,849,26
CO,KY,12682,..
CO,KZ,205,..
CO,LA,215,..
CO,LB,1505,1253
CO,LC,1422,..
CO,LK,782,..
CO,LR,1920,..
CO,LS,436,..
CO,LT,372,48
CO,LU,1981,23
CO,LV,438,20
CO,LY,620,..
CO,MA,3959,74
CO,MD,304,..
CO,ME,730,..
CO,MG,1062,..
CO,MK,590,..
CO,ML,990,..
CO,MM,160,..
CO,MN,261,..
CO,MO,448,..
CO,MQ,998,#N/A
CO,MR,882,..
CO,MT,7661,..
CO,MU,752,..
CO,MV,796,..
CO,MW,391,..
CO,MX,9600,3050
CO,MY,323,..
CO,MZ,1562,..
CO,NC,404,..
CO,NE,850,..
CO,NG,876,49
CO,NI,18295,611
CO,NL,1562,376
CO,NO,877,87
CO,NP,271,..
CO,NZ,1666,54
CO,OM,827,..
CO,PA,61618,2208
CO,PE,24304,5391
CO,PF,508,..
