user_loc,fr_loc,scaled_sci,Migrants_from_fr
KR,TR,533,..
KR,TT,532,..
KR,TW,6753,#N/A
KR,TZ,552,..
KR,UA,682,..
KR,UG,1265,..
KR,US,3059,67133
KR,UY,373,..
KR,UZ,17944,24197
KR,VC,299,..
KR,VN,14929,114462
KR,VU,823,..
KR,WS,548,..
KR,XK,233,#N/A
KR,YT,154,#N/A
KR,ZA,446,1938
KR,ZM,337,..
KR,ZW,423,..
KR,NA,335,..
KW,AE,168985,26875
KW,AG,2605,..
KW,AL,1776,..
KW,AM,3876,..
KW,AO,1677,..
KW,AR,557,..
KW,AT,2632,..
KW,AU,6077,..
KW,AW,2813,..
KW,AZ,1830,..
KW,BA,2708,..
KW,BB,1346,..
KW,BD,104385,381669
KW,BE,1780,..
KW,BF,5166,..
KW,BG,1366,..
KW,BH,214768,1413
KW,BI,10115,..
KW,BJ,14178,..
KW,BN,41462,..
KW,BO,560,..
KW,BR,756,..
KW,BS,2668,..
KW,BT,100035,..
KW,BW,2049,..
KW,BY,1564,..
KW,BZ,1679,..
KW,CA,7413,..
KW,CD,1973,..
KW,CF,9503,..
KW,CG,3238,..
KW,CH,2746,..
KW,CI,11933,..
KW,CL,428,..
KW,CM,10659,..
KW,CO,849,..
KW,CR,1069,..
KW,CV,870,..
KW,CW,1323,..
KW,CY,19085,..
KW,CZ,735,..
KW,DE,2949,..
KW,DJ,12217,..
KW,DK,1756,..
KW,DO,1472,..
KW,DZ,3465,..
KW,EC,706,..
KW,EE,679,..
KW,EG,167671,422823
KW,ES,1677,..
KW,ET,62694,3917
KW,FI,1244,..
KW,FJ,4015,..
KW,FR,2071,5241
KW,GA,4557,..
KW,GB,4736,10237
KW,GD,1463,..
KW,GE,2217,..
KW,GF,1392,#N/A
KW,GH,11665,..
KW,GM,10427,..
KW,GN,11579,..
KW,GP,718,#N/A
KW,GQ,10789,..
KW,GR,5527,..
KW,GT,526,..
KW,GU,15516,..
KW,GW,2015,..
KW,GY,3510,..
KW,HK,14034,..
KW,HN,1293,..
KW,HR,1093,..
KW,HT,1487,..
KW,HU,977,..
KW,ID,2145,108415
KW,IE,6146,..
KW,IM,2928,..
KW,IN,32828,1157072
KW,IS,2146,..
KW,IT,3691,..
KW,JE,1581,#N/A
KW,JM,2775,..
KW,JO,67704,54923
KW,JP,2347,..
KW,KE,7299,..
KW,KG,1898,..
KW,KH,1466,..
KW,KI,2817,..
KW,KM,10973,..
KW,KR,2517,..
KW,KW,2571710,..
KW,KY,22948,..
KW,KZ,928,..
KW,LA,967,..
KW,LB,87583,12567
KW,LC,1514,..
KW,LK,130097,39837
KW,LR,10728,..
KW,LS,1751,..
KW,LT,684,..
KW,LU,2302,..
KW,LV,944,..
KW,LY,17242,..
KW,MA,6731,3045
KW,MD,590,..
KW,ME,1832,..
KW,MG,58008,..
KW,MK,2801,..
KW,ML,12802,..
KW,MM,666,..
KW,MN,597,..
KW,MO,20208,..
KW,MQ,530,#N/A
KW,MR,8769,..
KW,MT,20238,..
KW,MU,11615,..
KW,MV,98209,..
KW,MW,7752,..
KW,MX,504,..
KW,MY,16987,..
KW,MZ,2156,..
KW,NC,400,..
KW,NE,7297,..
KW,NG,2952,4839
KW,NI,1277,..
KW,NL,2080,1067
KW,NO,2440,..
KW,NP,72842,24713
KW,NZ,7722,..
KW,OM,167762,..
KW,PA,984,..
KW,PE,561,..
KW,PF,483,..
KW,PG,2945,..
KW,PH,83645,197751
KW,PK,19949,340481
KW,PL,580,..
KW,PR,1287,..
KW,PS,26987,#N/A
KW,PT,2253,..
KW,PY,1714,..
KW,QA,243921,678
KW,RE,1928,#N/A
KW,RO,1683,..
KW,RS,2315,..
KW,RW,5055,..
KW,SA,160513,2263
KW,SB,2728,..
KW,SC,33541,..
KW,SE,3397,..
KW,SG,33086,..
KW,SI,1042,..
KW,SK,656,..
KW,SL,86829,..
KW,SN,3152,..
KW,SR,2021,..
KW,ST,1227,..
KW,SV,719,..
KW,SZ,2673,#N/A
KW,TD,19969,1422
KW,TG,12323,..
KW,TH,1288,4092
KW,TJ,1751,..
KW,TL,1638,..
KW,TN,10139,1944
KW,TO,1613,..
KW,TR,4587,13400
KW,TT,2482,..
KW,TW,2231,#N/A
KW,TZ,4181,..
KW,UA,1294,..
KW,UG,12456,..
KW,US,3247,5190
KW,UY,580,..
KW,UZ,1675,..
KW,VC,1347,..
KW,VN,604,..
KW,VU,1947,..
KW,WS,1472,..
KW,XK,1783,#N/A
KW,YT,6594,#N/A
KW,ZA,2573,..
KW,ZM,2648,..
KW,ZW,2013,..
KW,NA,2655,..
KY,AE,48474,..
KY,AG,1267800,..
KY,AL,2774,..
KY,AM,1605,..
KY,AO,3270,..
KY,AR,2684,11
KY,AT,13458,47
KY,AU,35934,174
KY,AW,185538,..
KY,AZ,1037,..
KY,BA,3461,..
KY,BB,1455949,170
KY,BD,887,..
KY,BE,4838,11
KY,BF,1146,..
KY,BG,5133,..
KY,BH,33802,..
KY,BI,997,..
KY,BJ,2737,..
KY,BN,19721,..
KY,BO,2033,..
KY,BR,2227,66
KY,BS,715572,172
KY,BT,6224,..
KY,BW,18315,..
KY,BY,992,..
KY,BZ,660127,327
KY,CA,123060,1349
KY,CD,1795,..
KY,CF,2413,..
KY,CG,3464,..
KY,CH,17369,75
KY,CI,2006,..
KY,CL,3368,..
KY,CM,2559,..
KY,CO,12682,390
KY,CR,59386,121
KY,CV,2226,..
KY,CW,215125,11
KY,CY,16221,..
KY,CZ,3929,..
KY,DE,5816,127
KY,DJ,1398,..
KY,DK,7228,17
KY,DO,86006,61
KY,DZ,524,..
KY,EC,4258,..
KY,EE,3379,..
KY,EG,811,..
KY,ES,11392,27
KY,ET,836,..
KY,FI,8211,9
KY,FJ,10656,..
KY,FR,4308,35
KY,GA,2957,..
KY,GB,86553,1995
KY,GD,430637,15
KY,GE,1215,..
KY,GF,37417,#N/A
KY,GH,9352,..
KY,GM,8180,..
KY,GN,2006,..
KY,GP,27541,#N/A
KY,GQ,8916,..
KY,GR,5432,..
KY,GT,4383,..
KY,GU,35338,..
KY,GW,1775,..
KY,GY,833940,312
KY,HK,22205,..
KY,HN,586174,1705
KY,HR,5718,..
KY,HT,23861,17
KY,HU,7649,..
KY,ID,892,..
KY,IE,118710,215
KY,IM,331026,..
KY,IN,4355,541
KY,IS,16899,..
KY,IT,10646,85
KY,JE,559052,#N/A
KY,JM,8697097,9598
KY,JO,2409,..
KY,JP,4648,19
KY,KE,27002,33
KY,KG,775,..
KY,KH,655,..
KY,KI,3743,..
KY,KM,898,..
KY,KR,2418,..
KY,KW,22948,..
KY,KY,414121154,..
KY,KZ,771,..
KY,LA,353,..
KY,LB,7325,..
KY,LC,881260,9
KY,LK,30498,..
KY,LR,14292,..
KY,LS,1458,..
KY,LT,2918,..
KY,LU,31331,..
KY,LV,2992,..
KY,LY,438,..
KY,MA,1218,..
KY,MD,1022,..
KY,ME,6199,..
KY,MG,3579,..
KY,MK,6265,..
KY,ML,1725,..
KY,MM,320,..
KY,MN,1514,..
KY,MO,35030,..
KY,MQ,19568,#N/A
KY,MR,1466,..
KY,MT,49117,..
KY,MU,35286,..
KY,MV,33570,..
KY,MW,2968,..
KY,MX,3351,37
KY,MY,2462,17
KY,MZ,2027,..
KY,NC,2875,..
KY,NE,2465,27
KY,NG,5791,9
KY,NI,256452,368
KY,NL,10530,35
KY,NO,9158,..
KY,NP,32751,..
KY,NZ,50140,53
KY,OM,16400,..
KY,PA,37222,127
KY,PE,5360,14
KY,PF,3488,..
KY,PG,4950,..
KY,PH,72663,1753
KY,PK,993,102
KY,PL,1676,..
KY,PR,13349,45
KY,PS,463,#N/A
KY,PT,8001,..
KY,PY,2323,..
KY,QA,43058,..
KY,RE,1768,#N/A
KY,RO,5893,..
KY,RS,12786,..
KY,RW,2127,..
KY,SA,11056,..
KY,SB,11246,..
KY,SC,70961,..
KY,SE,7573,..
KY,SG,23284,..
KY,SI,9585,..
KY,SK,4423,..
KY,SL,11332,..
KY,SN,2966,..
KY,SR,80824,..
KY,ST,4308,..
KY,SV,4216,..
KY,SZ,6223,#N/A
KY,TD,934,..
KY,TG,3497,..
KY,TH,1484,51
KY,TJ,409,..
KY,TL,1494,..
KY,TN,1001,..
KY,TO,5702,..
KY,TR,1644,..
KY,TT,452338,292
KY,TW,3356,#N/A
KY,TZ,4503,14
KY,UA,836,..
KY,UG,7916,..
KY,US,51679,2676
KY,UY,5218,..
KY,UZ,1175,..
KY,VC,782253,29
KY,VN,546,..
KY,VU,13234,..
KY,WS,4538,..
KY,XK,1198,#N/A
KY,YT,1484,#N/A
KY,ZA,19750,35
KY,ZM,4952,9
KY,ZW,48710,17
KY,NA,15804,..
KZ,AE,2815,..
KZ,AG,286,..
KZ,AL,1751,..
KZ,AM,10533,9371
KZ,AO,456,..
KZ,AR,208,..
KZ,AT,1778,..
KZ,AU,571,..
KZ,AW,284,..
KZ,AZ,27465,49582
KZ,BA,650,..
KZ,BB,242,..
KZ,BD,588,..
KZ,BE,973,..
KZ,BF,543,..
KZ,BG,3146,4369
KZ,BH,1192,..
KZ,BI,420,..
KZ,BJ,1384,..
KZ,BN,785,..
KZ,BO,177,..
KZ,BR,205,..
KZ,BS,373,..
KZ,BT,403,..
KZ,BW,262,..
KZ,BY,18830,70858
KZ,BZ,206,..
KZ,CA,868,..
KZ,CD,402,..
KZ,CF,706,..
KZ,CG,536,..
KZ,CH,1880,..
KZ,CI,663,..
KZ,CL,195,..
KZ,CM,471,..
KZ,CO,205,..
KZ,CR,255,..
KZ,CV,221,..
KZ,CW,417,..
KZ,CY,8013,..
KZ,CZ,2172,..
KZ,DE,1960,223789
KZ,DJ,494,..
KZ,DK,554,..
KZ,DO,412,..
KZ,DZ,1064,..
KZ,EC,243,..
KZ,EE,3867,1140
KZ,EG,839,..
KZ,ES,756,..
KZ,ET,352,..
KZ,FI,962,..
KZ,FJ,214,..
KZ,FR,703,..
KZ,GA,352,..
KZ,GB,937,..
KZ,GD,334,..
KZ,GE,10829,3356
KZ,GF,251,#N/A
KZ,GH,1037,..
KZ,GM,1929,..
KZ,GN,604,..
KZ,GP,174,#N/A
KZ,GQ,1016,..
KZ,GR,1611,8041
KZ,GT,130,..
KZ,GU,312,..
KZ,GW,593,..
KZ,GY,272,..
KZ,HK,625,..
KZ,HN,162,..
KZ,HR,823,..
KZ,HT,367,..
KZ,HU,1229,..
KZ,ID,226,..
KZ,IE,803,..
KZ,IM,311,..
KZ,IN,308,..
KZ,IS,839,..
KZ,IT,1043,..
KZ,JE,306,#N/A
KZ,JM,453,..
KZ,JO,1838,..
KZ,JP,439,..
KZ,KE,548,..
KZ,KG,174495,6901
KZ,KH,285,..
KZ,KI,177,..
KZ,KM,239,..
KZ,KR,4791,32711
KZ,KW,928,..
KZ,KY,771,..
KZ,KZ,3198993,..
KZ,LA,229,..
KZ,LB,1162,..
KZ,LC,294,..
KZ,LK,564,..
KZ,LR,1028,..
KZ,LS,205,..
KZ,LT,3606,4495
KZ,LU,1510,..
KZ,LV,6649,1140
KZ,LY,414,..
KZ,MA,1163,..
KZ,MD,5466,12348
KZ,ME,4041,..
KZ,MG,418,..
KZ,MK,1779,..
KZ,ML,566,..
KZ,MM,116,..
KZ,MN,95126,..
KZ,MO,526,..
KZ,MQ,177,#N/A
KZ,MR,476,..
KZ,MT,2074,..
KZ,MU,513,..
KZ,MV,1897,..
KZ,MW,256,..
KZ,MX,175,..
KZ,MY,544,..
KZ,MZ,457,..
KZ,NC,131,..
KZ,NE,589,..
KZ,NG,777,..
KZ,NI,189,..
KZ,NL,984,..
KZ,NO,880,..
KZ,NP,264,..
KZ,NZ,697,..
KZ,OM,1137,..
KZ,PA,243,..
KZ,PE,220,..
KZ,PF,146,..
KZ,PG,259,..
KZ,PH,367,..
KZ,PK,1063,..
KZ,PL,1131,29952
KZ,PR,167,..
KZ,PS,680,#N/A
KZ,PT,713,..
KZ,PY,214,..
KZ,QA,1719,..
KZ,RE,146,#N/A
KZ,RO,849,..
KZ,RS,1755,..
KZ,RW,453,..
KZ,SA,911,..
KZ,SB,393,..
KZ,SC,1251,..
KZ,SE,1086,..
KZ,SG,949,..
KZ,SI,1176,..
KZ,SK,955,..
KZ,SL,3022,..
KZ,SN,486,..
KZ,SR,280,..
KZ,ST,329,..
KZ,SV,152,..
KZ,SZ,255,#N/A
KZ,TD,580,..
KZ,TG,836,..
KZ,TH,259,..
KZ,TJ,69004,16210
KZ,TL,262,..
KZ,TN,1290,..
KZ,TO,155,..
KZ,TR,5408,48062
KZ,TT,396,..
KZ,TW,194,#N/A
KZ,TZ,729,..
KZ,UA,13685,346445
KZ,UG,864,..
KZ,US,637,..
KZ,UY,263,..
KZ,UZ,89809,288745
KZ,VC,271,..
KZ,VN,145,..
KZ,VU,101,..
KZ,WS,166,..
KZ,XK,4080,#N/A
KZ,YT,108,#N/A
KZ,ZA,198,..
KZ,ZM,355,..
KZ,ZW,320,..
KZ,NA,323,..
LA,AE,1415,..
LA,AG,292,..
LA,AL,262,..
LA,AM,104,..
LA,AO,375,..
LA,AR,144,..
LA,AT,433,..
LA,AU,4818,52
LA,AW,208,..
LA,AZ,313,..
LA,BA,181,..
LA,BB,134,..
LA,BD,1503,..
LA,BE,810,..
LA,BF,480,..
LA,BG,202,..
LA,BH,1867,..
LA,BI,367,..
LA,BJ,764,..
LA,BN,4209,..
LA,BO,345,..
LA,BR,150,..
LA,BS,204,..
LA,BT,1718,..
LA,BW,234,..
LA,BY,246,..
LA,BZ,202,..
LA,CA,1429,..
LA,CD,275,..
LA,CF,342,..
LA,CG,359,..
LA,CH,1558,..
LA,CI,458,..
LA,CL,120,..
LA,CM,462,..
LA,CO,215,..
LA,CR,247,..
LA,CV,178,..
LA,CW,91,..
LA,CY,636,..
LA,CZ,289,..
LA,DE,685,..
LA,DJ,362,..
LA,DK,458,..
LA,DO,312,..
LA,DZ,345,..
LA,EC,235,..
LA,EE,127,..
LA,EG,325,..
LA,ES,168,..
LA,ET,333,..
LA,FI,620,..
LA,FJ,447,..
LA,FR,1912,..
LA,GA,273,..
LA,GB,437,..
LA,GD,321,..
LA,GE,166,..
LA,GF,18461,#N/A
LA,GH,2011,..
LA,GM,676,..
LA,GN,437,..
LA,GP,410,#N/A
LA,GQ,492,..
LA,GR,218,..
LA,GT,250,..
LA,GU,723,..
LA,GW,266,..
LA,GY,362,..
LA,HK,1492,..
LA,HN,281,..
LA,HR,135,..
LA,HT,345,..
LA,HU,1195,..
LA,ID,1209,..
LA,IE,337,..
LA,IM,763,..
LA,IN,388,..
LA,IS,908,..
LA,IT,228,..
LA,JE,1890,#N/A
LA,JM,302,..
LA,JO,283,..
LA,JP,3133,..
LA,KE,402,..
LA,KG,418,..
LA,KH,19167,3568
LA,KI,469,..
LA,KM,202,..
LA,KR,6227,..
LA,KW,967,..
LA,KY,353,..
LA,KZ,229,..
LA,LA,20817850,..
LA,LB,363,..
LA,LC,227,..
LA,LK,1177,..
LA,LR,872,..
LA,LS,232,..
LA,LT,187,..
LA,LU,1505,..
LA,LV,176,..
LA,LY,204,..
LA,MA,608,..
LA,MD,137,..
LA,ME,742,..
LA,MG,550,..
LA,MK,196,..
LA,ML,382,..
LA,MM,16055,259
LA,MN,2397,..
LA,MO,2725,..
LA,MQ,414,#N/A
LA,MR,286,..
LA,MT,464,..
LA,MU,403,..
LA,MV,1963,..
LA,MW,233,..
LA,MX,185,..
LA,MY,4790,..
LA,MZ,351,..
LA,NC,666,..
LA,NE,445,..
LA,NG,1407,..
LA,NI,360,..
LA,NL,460,..
LA,NO,660,..
LA,NP,1216,..
LA,NZ,2961,..
LA,OM,1400,..
LA,PA,236,..
LA,PE,368,..
LA,PF,271,..
LA,PG,1054,..
LA,PH,1339,..
LA,PK,1842,..
LA,PL,158,..
LA,PR,127,..
LA,PS,239,#N/A
LA,PT,204,..
LA,PY,256,..
LA,QA,1277,..
LA,RE,387,#N/A
LA,RO,260,..
LA,RS,194,..
LA,RW,421,..
LA,SA,873,..
LA,SB,754,..
LA,SC,585,..
LA,SE,739,..
LA,SG,4177,..
LA,SI,187,..
LA,SK,315,..
LA,SL,952,..
LA,SN,798,..
LA,SR,913,..
LA,ST,437,..
LA,SV,252,..
LA,SZ,212,#N/A
LA,TD,420,..
LA,TG,703,..
LA,TH,150928,3428
LA,TJ,1033,..
LA,TL,1703,..
LA,TN,388,..
LA,TO,538,..
LA,TR,502,..
LA,TT,338,..
LA,TW,1983,#N/A
LA,TZ,444,..
LA,UA,202,..
LA,UG,573,..
LA,US,3062,..
LA,UY,157,..
LA,UZ,652,..
LA,VC,130,..
LA,VN,21300,19716
LA,VU,542,..
LA,WS,438,..
LA,XK,199,#N/A
LA,YT,174,#N/A
LA,ZA,153,..
LA,ZM,375,..
LA,ZW,309,..
LA,NA,233,..
LB,AE,90591,..
LB,AG,12195,..
LB,AL,1645,..
LB,AM,31795,..
LB,AO,5723,..
LB,AR,1044,..
LB,AT,7732,..
LB,AU,28171,..
LB,AW,6654,..
LB,AZ,1967,..
LB,BA,1610,..
LB,BB,1365,..
LB,BD,16551,2994
LB,BE,12182,..
LB,BF,5816,..
LB,BG,3334,..
LB,BH,53045,109
LB,BI,1291,..
LB,BJ,10367,..
LB,BN,6546,..
LB,BO,761,..
LB,BR,1860,..
LB,BS,3293,..
LB,BT,394,..
LB,BW,1388,..
LB,BY,9695,..
LB,BZ,15912,..
LB,CA,23705,..
LB,CD,7411,..
LB,CF,33191,..
LB,CG,20970,..
LB,CH,16593,..
LB,CI,26651,..
LB,CL,954,..
LB,CM,7109,..
LB,CO,1505,..
LB,CR,1437,..
LB,CV,2923,..
LB,CW,13137,..
LB,CY,50319,..
LB,CZ,1287,..
LB,DE,22880,184
LB,DJ,11704,..
LB,DK,15058,..
LB,DO,1898,..
LB,DZ,9019,..
LB,EC,954,..
LB,EE,1178,..
LB,EG,22397,81924
LB,ES,2782,..
LB,ET,218168,..
LB,FI,2985,..
LB,FJ,1652,..
LB,FR,12230,102
LB,GA,38814,..
LB,GB,5296,208
LB,GD,2783,..
LB,GE,2955,..
LB,GF,15942,#N/A
LB,GH,23780,..
LB,GM,23015,..
LB,GN,11878,..
LB,GP,8784,#N/A
LB,GQ,71539,..
LB,GR,9217,..
LB,GT,556,..
LB,GU,1519,..
LB,GW,6487,..
LB,GY,1105,..
LB,HK,2527,..
LB,HN,956,..
LB,HR,1493,..
LB,HT,1305,..
LB,HU,1670,151
LB,ID,979,2682
LB,IE,4363,..
LB,IM,3434,..
LB,IN,659,1521
LB,IS,2627,..
LB,IT,4170,..
LB,JE,1881,#N/A
LB,JM,1359,..
LB,JO,76191,473
LB,JP,451,..
LB,KE,7275,..
LB,KG,953,..
LB,KH,1080,..
LB,KI,459,..
LB,KM,1827,..
LB,KR,691,..
LB,KW,87583,193
LB,KY,7325,..
LB,KZ,1162,..
LB,LA,363,..
LB,LB,11817214,..
LB,LC,1329,..
LB,LK,5409,3215
LB,LR,28331,..
LB,LS,1006,..
LB,LT,2481,..
LB,LU,11146,..
LB,LV,1350,..
LB,LY,16731,250
LB,MA,11198,154
LB,MD,1895,..
LB,ME,2402,..
LB,MG,6662,..
LB,MK,1625,..
LB,ML,5319,..
LB,MM,232,..
LB,MN,382,..
LB,MO,2945,..
LB,MQ,5332,#N/A
LB,MR,8780,..
LB,MT,10917,..
LB,MU,3298,..
LB,MV,21047,..
LB,MW,2951,..
LB,MX,756,..
LB,MY,3321,..
LB,MZ,3529,..
LB,NC,1344,..
LB,NE,7329,..
LB,NG,6115,..
LB,NI,998,..
LB,NL,7602,..
LB,NO,9380,..
LB,NP,2270,..
LB,NZ,2327,..
LB,OM,38114,164
LB,PA,3207,..
LB,PE,606,..
LB,PF,1187,..
LB,PG,748,..
LB,PH,7056,989
LB,PK,2882,837
LB,PL,848,..
LB,PR,1082,..
LB,PS,46959,#N/A
LB,PT,1648,..
LB,PY,5499,..
LB,QA,95578,..
LB,RE,1519,#N/A
LB,RO,3382,..
LB,RS,3212,..
LB,RW,1569,..
LB,SA,53329,1296
LB,SB,624,..
LB,SC,8283,..
LB,SE,29345,..
LB,SG,3940,..
LB,SI,1541,..
LB,SK,1017,..
LB,SL,50203,..
LB,SN,6743,..
LB,SR,1835,..
LB,ST,8618,..
LB,SV,668,..
LB,SZ,1236,#N/A
LB,TD,7610,..
LB,TG,23248,..
LB,TH,470,..
LB,TJ,1360,..
LB,TL,562,..
LB,TN,15277,..
LB,TO,749,..
LB,TR,21795,263
LB,TT,2142,..
LB,TW,434,#N/A
LB,TZ,3117,..
LB,UA,3029,102
LB,UG,3991,..
LB,US,4358,674
LB,UY,1185,..
LB,UZ,1134,..
LB,VC,4556,..
LB,VN,210,..
LB,VU,436,..
LB,WS,682,..
LB,XK,1669,#N/A
LB,YT,1840,#N/A
LB,ZA,5713,..
LB,ZM,5832,..
LB,ZW,1055,..
LB,NA,1881,..
LC,AE,3888,..
LC,AG,7803663,119
LC,AL,1347,..
LC,AM,310,..
LC,AO,5458,..
LC,AR,676,..
LC,AT,2615,..
LC,AU,3445,16
LC,AW,112122,17
LC,AZ,425,..
LC,BA,1954,..
LC,BB,4763211,785
LC,BD,602,..
LC,BE,2041,..
LC,BF,2792,..
LC,BG,1615,..
LC,BH,2808,..
LC,BI,1956,..
LC,BJ,5800,..
LC,BN,878,..
LC,BO,591,..
LC,BR,976,12
LC,BS,593497,13
LC,BT,4027,..
LC,BW,12050,..
LC,BY,1313,..
LC,BZ,464588,1
LC,CA,103313,258
LC,CD,3980,..
LC,CF,2744,..
LC,CG,8570,..
LC,CH,7691,..
LC,CI,4242,..
LC,CL,1894,..
LC,CM,5377,..
LC,CO,1422,..
LC,CR,3339,..
LC,CV,5286,..
LC,CW,198641,..
LC,CY,6763,..
LC,CZ,554,..
LC,DE,2614,74
LC,DJ,2079,..
LC,DK,1327,..
LC,DO,17475,48
LC,DZ,772,..
LC,EC,1224,..
LC,EE,1353,..
LC,EG,695,..
LC,ES,2124,..
LC,ET,1500,4
LC,FI,935,..
LC,FJ,11355,..
LC,FR,9027,74
LC,GA,6189,..
LC,GB,59320,980
LC,GD,6601870,160
LC,GE,590,..
LC,GF,497354,#N/A
LC,GH,13144,24
LC,GM,12881,..
LC,GN,3245,..
LC,GP,606537,#N/A
LC,GQ,10901,..
LC,GR,1640,..
LC,GT,1053,4
LC,GU,2541,..
LC,GW,5500,..
LC,GY,1539066,1992
LC,HK,1087,..
LC,HN,4177,..
LC,HR,2335,..
LC,HT,71259,..
LC,HU,889,..
LC,ID,894,..
LC,IE,5204,..
LC,IM,8937,..
LC,IN,934,119
LC,IS,2958,..
LC,IT,1821,16
LC,JE,37139,#N/A
LC,JM,894576,188
LC,JO,849,..
LC,JP,592,26
LC,KE,8485,..
LC,KG,477,..
LC,KH,252,..
LC,KI,22521,..
LC,KM,6485,..
LC,KR,845,..
LC,KW,1514,..
LC,KY,881260,4
LC,KZ,294,..
LC,LA,227,..
LC,LB,1329,9
LC,LC,662582480,..
LC,LK,1396,..
LC,LR,23741,..
LC,LS,3300,..
LC,LT,844,..
LC,LU,2354,..
LC,LV,1273,..
LC,LY,1192,..
LC,MA,1749,..
LC,MD,669,..
LC,ME,8250,..
LC,MG,3035,..
LC,MK,3214,..
LC,ML,3684,..
LC,MM,187,..
LC,MN,269,..
LC,MO,1281,..
LC,MQ,5718422,#N/A
LC,MR,2650,..
LC,MT,7093,..
LC,MU,16770,..
LC,MV,11954,..
LC,MW,3013,..
LC,MX,953,9
LC,MY,653,..
LC,MZ,4768,..
LC,NC,1655,..
LC,NE,3354,..
LC,NG,8252,13
LC,NI,2990,..
LC,NL,5737,20
LC,NO,1873,..
LC,NP,501,..
LC,NZ,5217,1
LC,OM,1599,..
LC,PA,4688,28
LC,PE,985,..
LC,PF,2358,..
LC,PG,3626,..
LC,PH,2035,..
LC,PK,1000,17
LC,PL,649,..
LC,PR,5168,16
LC,PS,2971,#N/A
LC,PT,1877,..
LC,PY,1319,..
LC,QA,3148,..
LC,RE,7462,#N/A
LC,RO,1359,..
LC,RS,3612,..
LC,RW,2399,..
LC,SA,1240,..
LC,SB,13447,..
LC,SC,54767,..
LC,SE,2747,..
LC,SG,2141,..
LC,SI,1678,..
LC,SK,774,..
LC,SL,21031,..
LC,SN,4960,..
LC,SR,461312,42
LC,ST,10104,..
LC,SV,1455,..
LC,SZ,6378,#N/A
LC,TD,1887,..
LC,TG,6585,..
LC,TH,321,..
LC,TJ,419,..
LC,TL,964,..
LC,TN,905,..
LC,TO,9313,..
LC,TR,555,..
LC,TT,1005645,787
LC,TW,5900,#N/A
LC,TZ,4694,..
LC,UA,552,..
LC,UG,6716,..
LC,US,38397,669
LC,UY,1435,..
LC,UZ,290,..
LC,VC,8286241,439
LC,VN,139,..
LC,VU,40506,..
LC,WS,5815,..
LC,XK,1673,#N/A
LC,YT,20764,#N/A
LC,ZA,3960,9
LC,ZM,7122,..
LC,ZW,8467,1
LC,NA,16454,..
LK,AE,90961,1689
LK,AG,2265,..
LK,AL,580,..
LK,AM,586,..
LK,AO,1757,..
LK,AR,493,..
LK,AT,1489,..
LK,AU,34353,475
LK,AW,671,..
LK,AZ,2420,..
LK,BA,404,..
LK,BB,1776,..
LK,BD,5389,674
LK,BE,1200,..
LK,BF,944,..
LK,BG,573,..
LK,BH,47680,403
LK,BI,1277,..
LK,BJ,1579,..
LK,BN,5616,..
LK,BO,485,..
LK,BR,870,..
LK,BS,2353,..
LK,BT,4566,233
LK,BW,3620,..
LK,BY,4775,..
LK,BZ,2150,..
LK,CA,8995,252
LK,CD,1249,..
LK,CF,8660,..
LK,CG,1325,..
LK,CH,18677,291
LK,CI,1051,..
LK,CL,328,..
LK,CM,1130,..
LK,CO,782,..
LK,CR,1649,..
LK,CV,840,..
LK,CW,723,..
LK,CY,38680,252
LK,CZ,667,..
LK,DE,2719,561
LK,DJ,3559,..
LK,DK,2708,..
LK,DO,1681,..
LK,DZ,655,..
LK,EC,681,..
LK,EE,2193,..
LK,EG,791,131
LK,ES,651,35
LK,ET,1928,..
LK,FI,2135,61
LK,FJ,8858,..
LK,FR,4608,301
LK,GA,1146,..
LK,GB,7910,1193
LK,GD,1789,..
LK,GE,820,..
LK,GF,1913,#N/A
LK,GH,2462,..
LK,GM,3126,..
LK,GN,1170,..
LK,GP,938,#N/A
LK,GQ,1907,..
LK,GR,1569,90
LK,GT,636,..
LK,GU,1175,..
LK,GW,975,..
LK,GY,19721,..
LK,HK,2642,..
LK,HN,2092,..
LK,HR,607,..
LK,HT,1648,37
LK,HU,440,..
LK,ID,1375,324
LK,IE,1866,..
LK,IM,918,..
LK,IN,3780,10814
LK,IS,2186,..
LK,IT,11660,5170
LK,JE,3234,#N/A
LK,JM,2810,..
LK,JO,10975,277
LK,JP,13971,849
LK,KE,3539,..
LK,KG,743,..
LK,KH,1934,..
LK,KI,31150,..
LK,KM,833,..
LK,KR,21606,611
LK,KW,130097,1755
LK,KY,30498,..
LK,KZ,564,..
LK,LA,1177,..
LK,LB,5409,741
LK,LC,1396,..
LK,LK,10040828,..
LK,LR,3256,..
LK,LS,2596,..
LK,LT,900,..
LK,LU,1410,..
LK,LV,4244,..
LK,LY,559,40
LK,MA,1000,..
LK,MD,457,..
LK,ME,838,..
LK,MG,9437,..
LK,MK,543,..
LK,ML,2081,..
LK,MM,971,..
LK,MN,616,..
LK,MO,1626,..
LK,MQ,359,#N/A
LK,MR,891,..
LK,MT,7049,..
LK,MU,12219,..
LK,MV,390643,1409
LK,MW,2682,..
LK,MX,458,..
LK,MY,8781,925
LK,MZ,2136,..
LK,NC,401,..
LK,NE,1211,..
LK,NG,1666,..
LK,NI,2787,..
LK,NL,1977,..
LK,NO,3838,117
