user_loc,fr_loc,scaled_sci,sci_ranked,migrants_from_fr,gdp_diff,population_diff,population_diff_ranked,literacy_dif,internet_diff,hci_diff,distance,trade,trade_ranked
DO,AE,1856,15666,N/A,35788.72591,968429,28577,N/A,27.24867721,0.169120968,12311.18916,N/A,N/A
DO,AG,257413,837,183,8676.35037,10641840,16999,N/A,N/A,0.071336687,855.1255223,N/A,N/A
DO,AL,1565,17116,N/A,2766.250256,7884767,19399,N/A,4.27579517,0.121785999,8630.056307,N/A,N/A
DO,AM,449,28730,N/A,3830.140163,7781227,19497,N/A,2.826361,0.074845672,10602.28226,N/A,N/A
DO,AO,8664,6938,N/A,4760.983776,21086337,12607,N/A,53.23216597,0.146689325,9593.556301,N/A,N/A
DO,AR,10521,6254,1095,3633.31918,34199754,9267,N/A,6.72366154,0.110486448,6031.037005,N/A,N/A
DO,AT,5207,9164,212,43474.41599,1861891,26979,N/A,20.36434126,0.261792839,8205.913877,0.945,5907
DO,AU,538,27110,40,49345.28903,14625349,15121,N/A,18.97380352,0.273953677,15621.75999,N/A,N/A
DO,AW,241894,871,163,N/A,10632644,17011,N/A,29.59875467,N/A,662.4781772,N/A,N/A
DO,AZ,832,22868,N/A,3310.78873,715640,29087,N/A,11.42875467,0.122431875,10980.43769,N/A,N/A
DO,BA,946,21662,5,1978.449448,7437958,19775,N/A,2.67922482,0.112384737,8455.794732,N/A,N/A
DO,BB,8090,7194,N/A,9694.56302,10451933,17173,N/A,14.18953306,N/A,1241.961891,N/A,N/A
DO,BD,1091,20380,N/A,6352.280046,152307203,2175,N/A,N/A,0.048326999,14852.05545,N/A,N/A
DO,BE,3628,11012,261,39440.69282,745097,29023,N/A,20.10843549,0.255879462,7317.762536,0.945,5907
DO,BF,3303,11580,N/A,7230.469646,9582420,17915,N/A,51.69503842,0.128596305,7294.587277,N/A,N/A
DO,BG,1043,20758,75,1372.928172,3763197,24155,N/A,4.16114395,0.163396955,8870.405577,N/A,N/A
DO,BH,1725,16276,21,15940.42624,9097786,18401,N/A,28.30689042,0.157018483,11886.73232,N/A,N/A
DO,BI,2554,13308,3,7778.878396,791622,28897,N/A,64.9104968,0.117305487,11085.2986,N/A,N/A
DO,BJ,6318,8230,N/A,6809.800976,1062193,28405,N/A,53.452233,0.109929949,7919.6115,N/A,N/A
DO,BN,585,26332,N/A,23577.69835,10305673,17267,N/A,27.29544631,N/A,17357.91297,N/A,N/A
DO,BO,7532,7480,174,4502.040287,774142,28941,N/A,23.73896926,N/A,3895.840831,N/A,N/A
DO,BR,6169,8320,659,950.603809,200310569,1519,N/A,0.09996081,0.038843453,5306.141995,N/A,N/A
DO,BS,67219,1822,39,24167.24115,10349476,17241,N/A,17.42875467,N/A,1068.84443,N/A,N/A
DO,BT,384,29938,8,4807.399314,9975866,17539,N/A,N/A,N/A,14441.79493,N/A,N/A
DO,BW,6247,8276,N/A,228.970925,8435261,18979,N/A,26.15745069,0.094363778,11410.13343,N/A,N/A
DO,BY,1088,20408,N/A,1720.555194,1272102,27989,N/A,6.86520008,N/A,8820.166985,0.164,6529
DO,BZ,19017,4320,N/A,3165.896278,10348605,17243,N/A,20.48861953,N/A,2016.794899,N/A,N/A
DO,CA,6461,8130,1243,38262.54093,26850304,11063,N/A,25.13012658,0.293209672,2937.208549,N/A,N/A
DO,CD,5816,8572,N/A,7493.566022,76051609,4645,N/A,58.95134041,0.142351538,N/A,N/A,N/A
DO,CF,3879,10632,138,7574.67683,5993773,21341,N/A,63.23199039,N/A,9684.697691,N/A,N/A
DO,CG,9341,6664,N/A,5826.775961,5358450,21953,N/A,58.92124533,0.089044749,9633.162434,N/A,N/A
DO,CH,17944,4496,1068,74767.47772,2164126,26395,N/A,22.11490234,0.259227336,7557.788129,N/A,N/A
DO,CI,4960,9400,N/A,5748.017489,14977586,15013,N/A,23.73132448,0.136911928,7083.581931,N/A,N/A
DO,CL,33036,2952,647,7874.1638,8213080,19149,N/A,14.7562416,0.15838486,5782.895953,N/A,N/A
DO,CM,4907,9458,23,6516.139166,15137422,14957,N/A,44.36827336,0.113559603,8955.208009,N/A,N/A
DO,CO,22004,3922,3687,1332.045116,39600485,8409,N/A,5.31136501,0.09177357,1645.263022,N/A,N/A
DO,CR,21939,3926,313,4061.50398,5691397,21643,N/A,4.01041929,0.096378506,1805.7376,N/A,N/A
DO,CV,4513,9862,3,4433.302952,10189023,17331,N/A,10.40909898,N/A,4932.499661,N/A,N/A
DO,CW,235880,881,N/A,11523.26221,10581420,17063,N/A,0.55597092,N/A,N/A,N/A,N/A
DO,CY,1556,17166,N/A,20639.07628,9540383,17957,N/A,13.17194364,0.247736752,9966.164529,2.263,4632
DO,CZ,570,26588,30,14996.31869,69249,30885,N/A,11.14792752,0.257636428,8034.786438,N/A,N/A
DO,DE,3061,12072,1698,39588.373,72393841,4775,N/A,16.82290837,0.256892503,7931.337316,18.906,2632
DO,DJ,1951,15244,N/A,4908.741221,9765398,17707,N/A,11.88983608,N/A,11936.54329,N/A,N/A
DO,DK,688,24742,25,53340.06257,4920405,22505,N/A,29.52811683,0.26395154,7844.235289,24.876,2409
DO,DO,9811611,138,N/A,0,0,31153,N/A,0,0,0,N/A,N/A
DO,DZ,2647,13070,N/A,3935.915379,32314096,9691,N/A,19.88019018,0.025113643,7281.955973,N/A,N/A
DO,EC,17105,4636,595,1754.695041,6634704,20595,N/A,N/A,0.089339257,2290.41894,N/A,N/A
DO,EE,557,26780,N/A,15207.83714,9412368,18077,N/A,20.53121154,0.267244995,8496.038848,N/A,N/A
DO,EG,1661,16600,N/A,5501.498188,89649115,3837,N/A,22.62104108,0.014367938,9996.099684,N/A,N/A
DO,ES,51797,2164,7221,22287.04869,36337823,8909,N/A,17.03100037,0.229276121,6681.840024,476.216,575
DO,ET,934,21778,N/A,7279.106626,101339772,3267,N/A,48.95319388,0.122779697,11611.17495,N/A,N/A
DO,FI,876,22368,27,41970.66062,5218644,22163,N/A,19.89768374,0.307603717,8491.094544,0.941,6021
DO,FJ,1421,17982,N/A,1783.662481,9849005,17649,N/A,17.60487232,N/A,12863.70446,N/A,N/A
DO,FR,2277,14136,2089,33580.4603,56320929,6021,N/A,12.93121439,0.249080003,7171.795462,16.07,2764
DO,GA,6445,8142,N/A,94.002624,8566379,18849,N/A,17.25112518,0.050492406,8855.663346,N/A,N/A
DO,GB,1925,15366,492,34992.59738,56095447,6037,N/A,22.85330516,0.270101965,7005.62594,8.703,3279
DO,GD,14561,5170,N/A,2435.27672,10626955,17017,N/A,8.49950997,0.034314633,1120.827121,N/A,N/A
DO,GE,601,26036,N/A,3327.842657,7018576,20129,N/A,7.86574073,0.102177441,10540.29242,N/A,N/A
DO,GF,379348,644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,GH,5878,8522,N/A,5848.318276,19678898,12973,N/A,29.68709271,0.063390195,7656.345822,N/A,N/A
DO,GM,5512,8870,N/A,7338.118069,8391252,19017,N/A,47.73479089,0.103587418,5688.286508,N/A,N/A
DO,GN,4697,9662,N/A,7067.320948,2032288,26629,N/A,56.17122456,0.137797683,5897.278862,N/A,N/A
DO,GP,152704,1112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,GQ,28805,3234,N/A,2093.56537,9382972,18115,N/A,41.33124537,N/A,8672.209618,N/A,N/A
DO,GR,1459,17742,64,12273.67457,22636,31047,N/A,2.32172532,0.187925578,9051.401636,N/A,N/A
DO,GT,10622,6210,438,3577.738077,5865068,21457,N/A,26.86819625,0.050109058,2249.683708,N/A,N/A
DO,GU,2174,14450,N/A,27661.9317,10571664,17075,N/A,12.93422023,N/A,N/A,N/A,N/A
DO,GW,4292,10098,N/A,7272.660518,8818036,18611,N/A,63.64073618,N/A,5835.830633,N/A,N/A
DO,GY,20211,4142,23,3071.628252,9956192,17553,N/A,30.24540854,0.012537241,1812.251972,N/A,N/A
DO,HK,396,29714,N/A,40492.25689,3231558,24777,N/A,21.84469932,0.314837754,15461.90785,N/A,N/A
DO,HN,22282,3872,433,5544.853688,992841,28537,N/A,35.43488169,0.026574343,1924.987938,N/A,N/A
DO,HR,861,22524,N/A,6869.56094,6671458,20539,N/A,0.47505329,0.222485364,8222.872019,N/A,N/A
DO,HT,694756,460,336729,7182.288415,524119,29519,N/A,55.24514175,0.062092304,268.9113871,N/A,N/A
DO,HU,675,24932,21,8100.14232,969009,28575,N/A,9.17930179,0.198184312,8417.539735,2.512,4452
DO,ID,1120,20136,N/A,4156.784015,259886610,885,N/A,35.23543908,0.031076968,18589.55967,N/A,N/A
DO,IE,885,22286,33,70570.59752,5797514,21525,N/A,16.54276173,0.306795061,6620.786013,7.463,3404
DO,IM,775,23628,N/A,N/A,10654374,16989,N/A,N/A,N/A,N/A,N/A,N/A
DO,IN,521,27404,97,6044.767435,1355678796,213,N/A,35.57124533,0.022084474,13688.87303,N/A,N/A
DO,IS,2377,13800,N/A,64918.07379,10377645,17221,N/A,30.68395586,0.236550808,6195.979613,N/A,N/A
DO,IT,12460,5644,3880,26469.45472,49558438,6871,N/A,4.49389833,0.246000111,8021.952491,166.58,1089
DO,JE,1303,18710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,JM,23812,3684,136,2696.393581,7790679,19491,N/A,12.49917828,0.032391668,743.3638641,N/A,N/A
DO,JO,1162,19782,N/A,3808.841658,637264,29269,N/A,0.7809309,0.040049911,10326.58512,N/A,N/A
DO,JP,612,25876,352,31108.79312,115525973,2765,N/A,24.15530191,0.333828926,13235.95433,N/A,N/A
DO,KE,7088,7736,N/A,6342.643635,41835015,8087,N/A,49.74414512,0.035305798,11803.83752,N/A,N/A
DO,KG,361,30354,N/A,6742.490275,4282058,23509,N/A,29.37220757,0.086665929,12277.045,N/A,N/A
DO,KH,878,22352,123,6538.50373,5747584,21575,N/A,34.67096679,0.016195416,16619.83225,N/A,N/A
DO,KI,1426,17956,N/A,6352.374154,10621352,17023,N/A,52.98942715,0.03616479,12795.2122,N/A,N/A
DO,KM,1726,16272,N/A,6634.675127,9888072,17619,N/A,59.09307504,0.105930149,12823.85551,N/A,N/A
DO,KR,334,30864,577,25289.63471,40970140,8229,N/A,27.49817655,0.327664793,13544.96213,N/A,N/A
DO,KW,1472,17664,N/A,25943.75148,6531875,20725,N/A,30.428744,0.057379961,11485.59015,N/A,N/A
DO,KY,86006,1552,N/A,77426.65657,10674010,16979,N/A,13.49644792,N/A,1223.324437,N/A,N/A
DO,KZ,412,29432,11,1761.970965,7774972,19499,N/A,8.8555029,0.270180107,11398.30083,N/A,N/A
DO,LA,312,31306,N/A,5508.143912,3569503,24407,N/A,42.06081025,0.050064861,15874.53838,N/A,N/A
DO,LB,1898,15482,153,25.827169,3883245,24025,N/A,10.60952956,0.017755688,10203.4072,N/A,N/A
DO,LC,17475,4566,N/A,3307.25857,10556168,17091,N/A,16.75600055,0.081706465,1063.139522,N/A,N/A
DO,LK,1681,16506,N/A,3970.063315,11064042,16747,N/A,33.45789743,0.086490274,15648.67834,N/A,N/A
DO,LR,17661,4542,N/A,7373.308262,5801584,21521,N/A,59.58676561,0.189310044,6521.992023,N/A,N/A
DO,LS,4615,9738,N/A,6828.746677,8613690,18803,N/A,37.783442,0.108387768,11682.94336,N/A,N/A
DO,LT,532,27216,N/A,11029.98693,7952114,19349,N/A,10.04401118,0.219814957,8658.444876,2.743,4345
DO,LU,8075,7202,N/A,108603.6307,10119062,17409,N/A,29.79171499,0.185488284,7448.023739,0.945,5907
DO,LV,872,22414,N/A,9754.64987,8826169,18605,N/A,12.54283167,0.231473148,8522.844303,N/A,N/A
DO,LY,982,21288,N/A,173.508189,3961506,23909,N/A,45.81232471,N/A,8264.590288,N/A,N/A
DO,MA,4335,10062,34,4828.429806,25732811,11341,N/A,5.80903332,0.014339298,6409.650952,N/A,N/A
DO,MD,597,26118,12,3816.630884,8081321,19249,N/A,8.55327456,0.07488066,9143.774621,N/A,N/A
DO,ME,2280,14126,N/A,799.462293,10116821,17415,N/A,3.70108721,0.115941942,N/A,N/A,N/A
DO,MG,4614,9744,N/A,7523.129114,16230349,14375,N/A,N/A,0.121387601,13446.53066,N/A,N/A
DO,MK,1424,17966,26,1987.687836,8655499,18765,N/A,6.94557885,0.028511763,8744.554483,N/A,N/A
DO,ML,3877,10636,N/A,7150.520276,8919073,18529,N/A,54.85060437,0.185375094,6621.535887,N/A,N/A
DO,MM,203,33266,N/A,6632.452817,43306462,7795,N/A,43.95016338,0.035047769,15801.42336,N/A,N/A
DO,MN,335,30848,N/A,3915.643242,7513791,19713,N/A,43.85698016,0.110428989,12624.19242,N/A,N/A
DO,MO,352,30534,N/A,79157.90547,10098513,17431,N/A,15.60284374,0.256407857,15467.11659,N/A,N/A
DO,MQ,56813,2034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,MR,2996,12196,N/A,6449.753971,6213262,21103,N/A,46.77028167,0.136288792,5658.402812,N/A,N/A
DO,MT,1917,15388,25,22082.83573,10236305,17305,N/A,13.44066575,0.201610268,8317.757843,N/A,N/A
DO,MU,2520,13398,N/A,3157.59693,9473247,18019,N/A,12.16800503,0.116389633,14504.06619,N/A,N/A
DO,MV,1893,15508,N/A,2279.98517,10208005,17317,N/A,4.38557945,N/A,15265.84502,N/A,N/A
DO,MW,1714,16336,N/A,7669.371452,7889789,19393,N/A,53.78908094,0.095818579,11901.92489,N/A,N/A
DO,MX,8445,7034,1531,1622.813234,116836571,2727,N/A,3.71899624,0.1047768,3088.023026,N/A,N/A
DO,MY,535,27160,18,3322.60256,21210819,12569,N/A,12.56923368,0.125698388,17435.12386,N/A,N/A
DO,MZ,5705,8674,N/A,7551.67322,19627078,12985,N/A,46.79724503,0.151413262,12093.04233,N/A,N/A
DO,NC,747,24008,N/A,N/A,10451158,17175,N/A,14.43459547,N/A,14171.37931,N/A,N/A
DO,NE,2837,12578,N/A,7479.103448,12571757,15915,N/A,57.34693377,0.18885082,7653.084968,N/A,N/A
DO,NG,3241,11718,25,6017.900731,190224641,1753,N/A,60.10180601,0.152127117,8018.080768,N/A,N/A
DO,NI,23912,3664,298,6030.083412,4193456,23597,N/A,39.70820532,0.000500739,1907.628068,N/A,N/A
DO,NL,4965,9396,606,44997.46577,6593892,20633,N/A,25.62603358,0.296158314,7356.234035,22.63,2472
DO,NO,1943,15274,56,73683.83513,5391062,21933,N/A,28.78635597,0.261654556,7710.768542,N/A,N/A
DO,NP,466,28384,N/A,7011.978793,17869752,13651,N/A,46.1677349,0.008687883,14220.28459,N/A,N/A
DO,NZ,537,27130,N/A,34899.30014,5821958,21497,N/A,23.23984774,0.264333725,13440.23524,N/A,N/A
DO,OM,1588,16976,N/A,8364.25758,5763972,21561,N/A,12.6143904,0.104307056,12718.53456,N/A,N/A
DO,PA,64973,1868,774,7541.94324,6492519,20765,N/A,7.62061443,0.007064104,1492.026066,N/A,N/A
DO,PE,9858,6462,1460,1109.394592,21771495,12411,N/A,17.12083315,0.087734998,3494.653585,N/A,N/A
DO,PF,775,23628,N/A,N/A,10459671,17167,N/A,5.13264998,N/A,9594.421443,N/A,N/A
DO,PG,2203,14364,N/A,5330.245195,1962849,26801,N/A,56.36204874,0.082108229,15918.84135,N/A,N/A
DO,PH,1932,15324,52,4798.538116,97377657,3467,N/A,7.516485,0.042135299,16148.92532,N/A,N/A
DO,PK,1895,15500,80,6568.324773,205826360,1365,N/A,50.46609947,0.107576698,13008.0478,N/A,N/A
DO,PL,414,29398,44,7410.01384,27231916,10951,N/A,8.41412062,0.253341914,8444.048373,N/A,N/A
DO,PR,177883,1031,6220,23571.26303,7545264,19693,N/A,1.16952781,N/A,385.3578082,N/A,N/A
DO,PS,903,22114,N/A,4851.763796,6053652,21277,N/A,2.37124533,0.064848721,N/A,N/A,N/A
DO,PT,2603,13192,109,15410.94142,469541,29679,N/A,6.21996862,0.27655989,6212.074174,N/A,N/A
DO,PY,17145,4624,25,2244.954824,3694322,24239,N/A,6.49548911,0.020625711,5038.373541,N/A,N/A
DO,QA,1684,16488,N/A,60743.154,7906891,19381,N/A,29.81760384,0.127945245,12018.72632,N/A,N/A
DO,RE,1000,21114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,RO,1684,16488,43,4357.96605,8617586,18797,N/A,3.82396315,0.087529838,N/A,1.371,4987
DO,RS,1446,17822,74,804.438454,3793983,24119,N/A,2.7595902,0.2526052,N/A,N/A,N/A
DO,RW,2390,13762,N/A,7268.012299,1887992,26941,N/A,45.80361271,0.129968255,11114.27484,N/A,N/A
DO,SA,1717,16318,18,15288.33302,23529570,12001,N/A,26.60435428,0.073872745,11636.54864,N/A,N/A
DO,SB,2876,12500,N/A,5912.93974,10069135,17459,N/A,55.64701627,0.076020568,14572.67552,N/A,N/A
DO,SC,7360,7594,N/A,8340.19444,10641333,17001,N/A,8.80143409,0.123676896,13880.61692,N/A,N/A
DO,SE,1211,19366,75,46538.42995,453505,29721,N/A,25.43502164,0.295629681,8126.801509,6.617,3528
DO,SG,573,26532,N/A,58138.14896,5035389,22375,N/A,16.88102256,0.380203367,17707.73501,N/A,N/A
DO,SI,1969,15180,N/A,18003.91166,8651012,18771,N/A,11.31418103,0.281808019,8106.073854,N/A,N/A
DO,SK,572,26560,N/A,11377.48577,5284885,22051,N/A,14.05442219,0.173169852,8265.26939,N/A,N/A
DO,SL,14753,5124,N/A,7516.639256,2925743,25161,N/A,54.3343149,0.153594076,6185.531746,N/A,N/A
DO,SN,3228,11748,N/A,6585.039434,5557406,21793,N/A,37.92812166,0.085816949,5575.818023,N/A,N/A
DO,SR,76533,1666,27,2046.907374,10157586,17375,N/A,18.62607136,N/A,2112.38062,N/A,N/A
DO,ST,6742,7932,N/A,6049.493462,10523902,17125,N/A,37.64001613,N/A,8578.109165,N/A,N/A
DO,SV,13665,5354,273,3982.970991,4285405,23497,N/A,33.75051643,0.038105429,2138.081788,N/A,N/A
DO,SZ,4571,9794,N/A,3904.65633,9590828,17901,N/A,37.27124533,0.137339383,11960.17513,N/A,N/A
DO,TD,2732,12854,3,7324.480559,5207918,22171,N/A,61.07124721,0.20785129,9039.059706,N/A,N/A
DO,TG,5262,9104,N/A,7371.674802,2656592,25641,N/A,55.21102036,0.086087525,7804.330392,N/A,N/A
DO,TH,270,32124,N/A,755.154824,58886624,5685,N/A,14.67931599,0.10998112,16276.01938,N/A,N/A
DO,TJ,980,21300,N/A,7224.00891,1417940,27753,N/A,45.61124533,0.035246015,12339.1399,N/A,N/A
DO,TL,1713,16346,N/A,6813.527758,9445839,18047,N/A,40.0785136,0.053828388,N/A,N/A,N/A
DO,TN,2865,12516,N/A,4611.841351,955761,28609,N/A,12.07109027,0.002729237,7918.708571,N/A,N/A
DO,TO,2675,13010,N/A,3686.614879,10634464,17007,N/A,26.32251769,0.011153877,12286.3087,N/A,N/A
DO,TR,1339,18460,31,1319.545915,72690657,4769,N/A,2.88662765,0.118429602,9371.332416,N/A,N/A
DO,TT,23196,3762,23,9079.28265,9343985,18169,N/A,9.7548076,0.095446527,1247.026925,N/A,N/A
DO,TW,275,32014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15016.42531,N/A,N/A
DO,TZ,4068,10366,N/A,6989.635825,47266505,7153,N/A,51.5712459,0.120619207,12256.27044,N/A,N/A
DO,UA,824,22936,77,4953.813038,33646197,9377,N/A,8.68176588,0.135498226,9134.05842,N/A,N/A
DO,UG,6021,8438,N/A,7283.53268,33530636,9397,N/A,43.86471442,0.124754488,11298.52488,N/A,N/A
DO,US,36970,2732,26397,54789.3898,317500565,565,N/A,19.70364384,0.206802965,2506.604596,N/A,N/A
DO,UY,18408,4424,187,9227.33967,7277224,19915,N/A,2.75110907,0.095487476,6111.378592,N/A,N/A
DO,UZ,501,27774,N/A,6521.547576,22841692,12175,N/A,18.87124648,N/A,12141.21513,N/A,N/A
DO,VC,12802,5556,N/A,689.229478,10628369,17015,N/A,N/A,0.028984309,1087.609906,N/A,N/A
DO,VN,595,26154,N/A,5484.03349,85723148,4003,N/A,9.43124533,0.180359066,15595.5628,N/A,N/A
DO,VU,868,22450,N/A,4954.928284,10439076,17179,N/A,41.85145749,0.062129885,13904.47049,N/A,N/A
DO,WS,2032,14940,N/A,3867.222408,10541861,17111,N/A,33.96030601,0.015513957,13451.74717,N/A,N/A
DO,XK,1202,19436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,YT,1697,16420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DO,ZA,2493,13472,11,1676.602244,47819312,7091,N/A,11.40385086,0.084330946,11661.46895,N/A,N/A
DO,ZM,8375,7068,N/A,6494.295958,7122072,20041,N/A,39.71866623,0.115704715,11372.49621,N/A,N/A
DO,ZW,1810,15898,N/A,6366.889863,3906510,23985,N/A,40.51575764,0.04563871,11728.49771,N/A,N/A
DO,NA,25768,3516,N/A,2555.201604,8244428,19125,N/A,30.73383886,0.061802208,10480.42718,N/A,N/A
DZ,AE,4062,10386,N/A,39724.64129,33282525,9473,N/A,47.12886739,0.144007325,5044.03604,N/A,N/A
DZ,AG,823,22958,N/A,12612.26575,42955936,7847,N/A,N/A,0.046223044,6657.947879,N/A,N/A
DZ,AL,1327,18546,N/A,1169.665123,40198863,8321,16.73331452,24.15598535,0.096672356,1532.301725,N/A,N/A
DZ,AM,865,22480,N/A,105.775216,40095323,8341,N/A,17.05382918,0.049732029,3597.303751,N/A,N/A
DZ,AO,2507,13432,N/A,825.068397,11227759,16625,N/A,33.35197579,0.171802968,5189.377714,N/A,N/A
DZ,AR,1370,18288,N/A,7569.234559,1885658,26947,17.59603119,26.60385172,0.085372805,10178.81045,N/A,N/A
DZ,AT,939,21722,N/A,47410.33137,34175987,9271,N/A,40.24453144,0.236679196,1669.012535,20.797,2560
DZ,AU,315,31254,N/A,53281.20441,17688747,13723,N/A,38.8539937,0.248840034,17123.10755,N/A,N/A
DZ,AW,772,23674,N/A,N/A,42946740,7853,16.39958191,49.47894485,N/A,7679.206636,N/A,N/A
DZ,AZ,951,21610,N/A,625.126649,33029736,9529,N/A,31.30894485,0.097318232,4045.481306,N/A,N/A
DZ,BA,1874,15588,N/A,1957.465931,39752054,8393,N/A,17.20096536,0.087271094,1520.183204,N/A,N/A
DZ,BB,430,29094,N/A,13630.4784,42766029,7909,N/A,34.06972324,N/A,6712.639082,N/A,N/A
DZ,BD,1581,17024,N/A,2416.364667,119993107,2649,7.49563598,N/A,0.073440642,8235.067419,N/A,N/A
DZ,BE,3216,11764,N/A,43376.6082,31568999,9895,N/A,39.98862567,0.230765819,1560.419814,17.015,2715
DZ,BF,6465,8124,N/A,3294.554267,22731676,12207,40.18338775,31.81484824,0.153709948,2763.829745,N/A,N/A
DZ,BG,926,21858,N/A,5308.843551,36077293,8969,N/A,15.71904623,0.138283312,1847.061431,1.257,5108
DZ,BH,2846,12560,N/A,19876.34162,41411882,8167,16.05635071,48.1870806,0.13190484,4617.819169,N/A,N/A
DZ,BI,3067,12052,N/A,3842.963017,31522474,9919,N/A,45.03030662,0.14241913,5234.978774,N/A,N/A
DZ,BJ,6623,8006,N/A,2873.885597,31251903,9997,39.04543686,33.57204282,0.135043592,3384.387345,N/A,N/A
DZ,BN,996,21160,N/A,27513.61373,42619769,7929,15.80627442,47.17563649,N/A,11595.88956,N/A,N/A
DZ,BO,1994,15080,N/A,566.124908,31539954,9905,N/A,3.85877908,N/A,9513.47055,N/A,N/A
DZ,BR,1433,17898,N/A,4886.519188,167996473,1901,11.81966401,19.78022937,0.01372981,8489.768536,N/A,N/A
DZ,BS,778,23594,N/A,28103.15653,42663572,7919,N/A,37.30894485,N/A,7552.590074,N/A,N/A
DZ,BT,497,27846,N/A,871.483935,42289962,8001,N/A,N/A,N/A,7950.069594,N/A,N/A
DZ,BW,1809,15904,N/A,4164.886304,40749357,8259,N/A,6.27726051,0.119477421,7256.516207,N/A,N/A
DZ,BY,3255,11680,N/A,2215.360185,33586198,9391,18.34872437,26.74539026,N/A,2666.128663,0.079,6711
DZ,BZ,1319,18612,N/A,770.019101,42662701,7921,N/A,0.60842935,N/A,9026.188413,N/A,N/A
DZ,CA,1820,15838,N/A,42198.45631,5463792,21863,N/A,45.01031676,0.268096029,6740.687597,N/A,N/A
DZ,CD,2347,13912,N/A,3557.650643,43737513,7725,N/A,39.07115023,0.167465181,N/A,N/A,N/A
DZ,CF,4911,9454,N/A,3638.761451,38307869,8555,44.01201629,43.35180021,N/A,3944.300402,N/A,N/A
DZ,CG,6118,8372,N/A,1890.860582,37672546,8657,1.10907745,39.04105515,0.114158392,4739.503023,N/A,N/A
DZ,CH,1873,15594,N/A,78703.3931,34478222,9217,N/A,41.99509252,0.234113693,1182.746081,N/A,N/A
DZ,CI,7197,7690,N/A,1812.10211,17336510,13837,34.24248504,3.8511343,0.162025571,3441.376887,N/A,N/A
DZ,CL,774,23650,N/A,11810.07918,24101016,11861,N/A,34.63643178,0.133271217,10922.90713,N/A,N/A
DZ,CM,5903,8506,N/A,2580.223787,17176674,13949,4.33679962,24.48808318,0.138673246,3769.38626,N/A,N/A
DZ,CO,1718,16310,N/A,2603.870263,7286389,19903,13.6846695,14.56882517,0.066659927,8637.546214,N/A,N/A
DZ,CR,1503,17478,N/A,7997.419359,38005493,8581,16.45595551,23.89060947,0.071264863,9085.199719,N/A,N/A
DZ,CV,1378,18248,N/A,497.387573,42503119,7953,N/A,9.4710912,N/A,3577.179181,N/A,N/A
DZ,CW,624,25694,N/A,15459.17759,42895516,7869,N/A,20.4361611,N/A,N/A,N/A,N/A
DZ,CY,1209,19384,N/A,24574.99166,41854479,8083,N/A,33.05213382,0.222623109,2725.494787,0.945,5907
DZ,CZ,1056,20666,N/A,18932.23407,32383345,9671,N/A,31.0281177,0.232522785,1735.541687,0.945,5907
DZ,DE,1337,18474,771,43524.28838,40079745,8347,N/A,36.70309855,0.23177886,1925.647745,131.397,1231
DZ,DJ,6591,8038,N/A,972.825842,42079494,8049,N/A,7.9903541,N/A,4888.094057,N/A,N/A
DZ,DK,437,28972,N/A,57275.97795,37234501,8761,N/A,49.40830701,0.238837897,2215.142784,27.364,2335
DZ,DO,2647,13070,N/A,3935.915379,32314096,9691,N/A,19.88019018,0.025113643,7281.955973,N/A,N/A
DZ,DZ,888411,391,N/A,0,0,31153,0,0,0,0,N/A,N/A
DZ,EC,1568,17104,N/A,2181.220338,25679392,11359,N/A,N/A,0.064225614,9267.726632,N/A,N/A
DZ,EE,451,28696,N/A,19143.75252,41726464,8107,N/A,40.41140172,0.242131352,2955.265955,7.463,3404
DZ,EG,8516,6996,N/A,1565.582809,57335019,5911,N/A,2.7408509,0.039481581,2716.283971,N/A,N/A
DZ,ES,2614,13154,N/A,26222.96407,4023727,23825,17.02866364,36.91119055,0.204162478,706.2138172,167.115,1085
DZ,ET,1429,17926,N/A,3343.191247,69025676,4901,N/A,29.0730037,0.14789334,4746.19881,N/A,N/A
DZ,FI,421,29224,N/A,45906.576,37532740,8679,N/A,39.77787392,0.282490074,3024.403257,3.763,4093
DZ,FJ,548,26938,N/A,2152.252898,42163101,8027,N/A,2.27531786,N/A,17887.93732,N/A,N/A
DZ,FR,12860,5542,550,37516.37568,24006833,11883,N/A,32.81140457,0.22396636,1339.133941,1802.694,201
DZ,GA,6141,8354,N/A,3841.912755,40880475,8245,3.25932312,2.629065,0.075606049,4106.51797,N/A,N/A
DZ,GB,908,22056,793,38928.51276,23781351,11937,N/A,42.73349534,0.244988322,1649.894043,154.167,1133
DZ,GD,768,23738,N/A,6371.192099,42941051,7859,N/A,11.38068021,0.00920099,6966.51406,N/A,N/A
