user_loc	fr_loc	scaled_sci
LT	PL	8706
LT	PR	472
LT	PS	477
LT	PT	5626
LT	PY	335
LT	QA	1342
LT	RE	643
LT	RO	3740
LT	RS	4246
LT	RW	634
LT	SA	394
LT	SB	123
LT	SC	1187
LT	SE	32059
LT	SG	1466
LT	SI	7392
LT	SK	4727
LT	SL	690
LT	SN	331
LT	SR	322
LT	ST	373
LT	SV	244
LT	SZ	170
LT	TD	275
LT	TG	645
LT	TH	332
LT	TJ	8009
LT	TL	258
LT	TN	3021
LT	TO	187
LT	TR	1637
LT	TT	613
LT	TW	405
LT	TZ	389
LT	UA	14985
LT	UG	660
LT	US	1886
LT	UY	799
LT	UZ	2999
LT	VC	613
LT	VN	207
LT	VU	1703
LT	WS	140
LT	XK	1784
LT	YT	253
LT	ZA	302
LT	ZM	313
LT	ZW	518
LT	NA	648
LU	AE	8365
LU	AG	4366
LU	AL	36962
LU	AM	6635
LU	AO	12558
LU	AR	2350
LU	AT	68256
LU	AU	8231
LU	AW	7082
LU	AZ	9339
LU	BA	111414
LU	BB	7990
LU	BD	564
LU	BE	283125
LU	BF	6891
LU	BG	26227
LU	BH	3600
LU	BI	3056
LU	BJ	8250
LU	BN	1805
LU	BO	1575
LU	BR	6784
LU	BS	5146
LU	BT	969
LU	BW	1238
LU	BY	7307
LU	BZ	1313
LU	CA	10366
LU	CD	7596
LU	CF	17319
LU	CG	10257
LU	CH	151187
LU	CI	9739
LU	CL	2388
LU	CM	24526
LU	CO	1981
LU	CR	3459
LU	CV	3072547
LU	CW	23098
LU	CY	36336
LU	CZ	11947
LU	DE	88350
LU	DJ	5639
LU	DK	28077
LU	DO	8075
LU	DZ	2110
LU	EC	1568
LU	EE	38172
LU	EG	1580
LU	ES	22086
LU	ET	8800
LU	FI	24471
LU	FJ	2227
LU	FR	110113
LU	GA	16649
LU	GB	22406
LU	GD	4026
LU	GE	6465
LU	GF	17723
LU	GH	2268
LU	GM	27633
LU	GN	26654
LU	GP	37274
LU	GQ	18378
LU	GR	54054
LU	GT	1010
LU	GU	2545
LU	GW	577952
LU	GY	966
LU	HK	5626
LU	HN	787
LU	HR	31889
LU	HT	1852
LU	HU	26061
LU	ID	422
LU	IE	38240
LU	IM	32712
LU	IN	1059
LU	IS	107254
LU	IT	54436
LU	JE	125591
LU	JM	2529
LU	JO	2004
LU	JP	2890
LU	KE	2172
LU	KG	1283
LU	KH	544
LU	KI	351
LU	KM	11371
LU	KR	1463
LU	KW	2302
LU	KY	31331
LU	KZ	1510
LU	LA	1505
LU	LB	11146
LU	LC	2354
LU	LK	1410
LU	LR	3347
LU	LS	823
LU	LT	29530
LU	LU	82584765
LU	LV	28430
LU	LY	2303
LU	MA	6528
LU	MD	26665
LU	ME	491020
LU	MG	7403
LU	MK	50277
LU	ML	5370
LU	MM	138
LU	MN	2292
LU	MO	6284
LU	MQ	26195
LU	MR	4129
LU	MT	109273
LU	MU	71724
LU	MV	4048
LU	MW	1559
LU	MX	1136
LU	MY	1083
LU	MZ	4554
LU	NC	16562
LU	NE	7062
LU	NG	1936
LU	NI	1467
LU	NL	44430
LU	NO	16538
LU	NP	4710
LU	NZ	8377
LU	OM	2347
LU	PA	3400
LU	PE	1960
LU	PF	17542
LU	PG	525
LU	PH	2132
LU	PK	814
LU	PL	15029
LU	PR	1533
LU	PS	2789
LU	PT	883420
LU	PY	1751
LU	QA	5512
LU	RE	19873
LU	RO	40798
LU	RS	63929
LU	RW	5739
LU	SA	2068
LU	SB	489
LU	SC	10813
LU	SE	24223
LU	SG	9667
LU	SI	53951
LU	SK	14924
LU	SL	6238
LU	SN	32198
LU	SR	1653
LU	ST	236302
LU	SV	1061
LU	SZ	1119
LU	TD	7423
LU	TG	19854
LU	TH	1670
LU	TJ	1965
LU	TL	1550
LU	TN	20726
LU	TO	691
LU	TR	4342
LU	TT	3367
LU	TW	1342
LU	TZ	1415
LU	UA	5380
LU	UG	8864
LU	US	5212
LU	UY	3761
LU	UZ	1631
LU	VC	1430
LU	VN	587
LU	VU	2101
LU	WS	756
LU	XK	87731
LU	YT	7723
LU	ZA	2233
LU	ZM	1135
LU	ZW	1892
LU	NA	3436
LV	AE	3365
LV	AG	1449
LV	AL	2935
LV	AM	9860
LV	AO	473
LV	AR	648
LV	AT	12952
LV	AU	3061
LV	AW	3705
LV	AZ	9018
LV	BA	2448
LV	BB	847
LV	BD	316
LV	BE	10326
LV	BF	420
LV	BG	9203
LV	BH	1427
LV	BI	850
LV	BJ	3303
LV	BN	796
LV	BO	289
LV	BR	445
LV	BS	1104
LV	BT	430
LV	BW	277
LV	BY	62028
LV	BZ	515
LV	CA	3382
LV	CD	351
LV	CF	738
LV	CG	734
LV	CH	17918
LV	CI	752
LV	CL	590
LV	CM	1544
LV	CO	438
LV	CR	898
LV	CV	576
LV	CW	1661
LV	CY	37268
LV	CZ	7942
LV	DE	20273
LV	DJ	271
LV	DK	37378
LV	DO	872
LV	DZ	1159
LV	EC	383
LV	EE	234799
LV	EG	799
LV	ES	6062
LV	ET	301
LV	FI	40087
LV	FJ	689
LV	FR	3438
LV	GA	623
LV	GB	48163
LV	GD	2049
LV	GE	18915
LV	GF	1203
LV	GH	1206
LV	GM	5683
LV	GN	670
LV	GP	1180
LV	GQ	868
LV	GR	6757
LV	GT	232
LV	GU	490
LV	GW	451
LV	GY	424
LV	HK	1153
LV	HN	299
LV	HR	5614
LV	HT	314
LV	HU	4409
LV	ID	302
LV	IE	120991
LV	IM	26675
LV	IN	662
LV	IS	159115
LV	IT	5616
LV	JE	59020
LV	JM	954
LV	JO	699
LV	JP	834
LV	KE	544
LV	KG	4347
LV	KH	258
LV	KI	228
LV	KM	203
LV	KR	720
LV	KW	944
LV	KY	2992
LV	KZ	6649
LV	LA	176
LV	LB	1350
LV	LC	1273
LV	LK	4244
LV	LR	882
LV	LS	148
LV	LT	203859
LV	LU	28430
LV	LV	33103366
LV	LY	301
LV	MA	1650
LV	MD	13219
LV	ME	8836
LV	MG	516
LV	MK	5869
LV	ML	608
LV	MM	94
LV	MN	1393
LV	MO	1102
LV	MQ	1106
LV	MR	411
LV	MT	64666
LV	MU	1481
LV	MV	2746
LV	MW	214
LV	MX	382
LV	MY	475
LV	MZ	323
LV	NC	1055
LV	NE	420
LV	NG	889
LV	NI	398
LV	NL	30370
LV	NO	71288
LV	NP	553
LV	NZ	5121
LV	OM	1198
LV	PA	979
LV	PE	362
LV	PF	908
LV	PG	231
LV	PH	547
LV	PK	747
LV	PL	6303
LV	PR	478
LV	PS	423
LV	PT	6211
LV	PY	345
LV	QA	1881
LV	RE	799
LV	RO	3789
LV	RS	4978
LV	RW	708
LV	SA	567
LV	SB	218
LV	SC	5457
LV	SE	30253
LV	SG	1529
LV	SI	9565
LV	SK	6725
LV	SL	1202
LV	SN	507
LV	SR	664
LV	ST	463
LV	SV	256
LV	SZ	232
LV	TD	418
LV	TG	1150
LV	TH	417
LV	TJ	8121
LV	TL	214
LV	TN	6534
LV	TO	912
LV	TR	1604
LV	TT	776
LV	TW	442
LV	TZ	509
LV	UA	23782
LV	UG	945
LV	US	1985
LV	UY	706
LV	UZ	16828
LV	VC	1813
LV	VN	381
LV	VU	204
LV	WS	162
LV	XK	1839
LV	YT	223
LV	ZA	346
LV	ZM	448
LV	ZW	337
LV	NA	1161
LY	AE	8986
LY	AG	508
LY	AL	928
LY	AM	298
LY	AO	1707
LY	AR	392
LY	AT	1178
LY	AU	441
LY	AW	340
LY	AZ	795
LY	BA	2252
LY	BB	350
LY	BD	7211
LY	BE	1439
LY	BF	11473
LY	BG	678
LY	BH	7782
LY	BI	25424
LY	BJ	6318
LY	BN	1539
LY	BO	440
LY	BR	440
LY	BS	438
LY	BT	213
LY	BW	2880
LY	BY	1541
LY	BZ	467
LY	CA	1735
LY	CD	2295
LY	CF	28757
LY	CG	6197
LY	CH	2353
LY	CI	13038
LY	CL	299
LY	CM	12070
LY	CO	620
LY	CR	461
LY	CV	1059
LY	CW	341
LY	CY	9870
LY	CZ	533
LY	DE	3170
LY	DJ	8285
LY	DK	595
LY	DO	982
LY	DZ	15003
LY	EC	462
LY	EE	213
LY	EG	55366
LY	ES	959
LY	ET	5582
LY	FI	492
LY	FJ	386
LY	FR	2003
LY	GA	10511
LY	GB	2298
LY	GD	511
LY	GE	648
LY	GF	818
LY	GH	22897
LY	GM	17144
LY	GN	24690
LY	GP	248
LY	GQ	15285
LY	GR	1701
LY	GT	354
LY	GU	263
LY	GW	12636
LY	GY	891
LY	HK	244
LY	HN	706
LY	HR	817
LY	HT	1421
LY	HU	508
LY	ID	641
LY	IE	2127
LY	IM	205
LY	IN	326
LY	IS	389
LY	IT	2785
LY	JE	193
LY	JM	1037
LY	JO	33680
LY	JP	117
LY	KE	6423
LY	KG	575
LY	KH	445
LY	KI	409
LY	KM	2270
LY	KR	590
LY	KW	17242
LY	KY	438
LY	KZ	414
LY	LA	204
LY	LB	16731
LY	LC	1192
LY	LK	559
LY	LR	10598
LY	LS	3269
LY	LT	347
LY	LU	2303
LY	LV	301
LY	LY	5832326
LY	MA	11481
LY	MD	320
LY	ME	4177
LY	MG	1714
LY	MK	558
LY	ML	26009
LY	MM	217
LY	MN	350
LY	MO	232
LY	MQ	218
LY	MR	22518
LY	MT	58427
LY	MU	1069
LY	MV	5584
LY	MW	1326
LY	MX	420
LY	MY	2173
LY	MZ	2342
LY	NC	150
LY	NE	224105
LY	NG	12491
LY	NI	749
LY	NL	1519
LY	NO	1140
LY	NP	578
LY	NZ	234
LY	OM	10904
LY	PA	599
LY	PE	383
LY	PF	178
LY	PG	751
LY	PH	774
LY	PK	2501
LY	PL	308
LY	PR	310
LY	PS	23560
LY	PT	506
LY	PY	845
LY	QA	11136
LY	RE	255
LY	RO	683
LY	RS	2000
LY	RW	3717
LY	SA	18917
LY	SB	631
LY	SC	1899
LY	SE	2564
LY	SG	849
LY	SI	419
LY	SK	458
LY	SL	17040
LY	SN	6595
LY	SR	570
LY	ST	1761
LY	SV	438
LY	SZ	2578
LY	TD	309847
LY	TG	8263
LY	TH	236
LY	TJ	702
LY	TL	372
LY	TN	41180
LY	TO	483
LY	TR	7355
LY	TT	606
LY	TW	120
LY	TZ	26310
LY	UA	1363
LY	UG	6451
LY	US	488
LY	UY	356
LY	UZ	500
LY	VC	472
LY	VN	175
LY	VU	429
LY	WS	370
LY	XK	791
LY	YT	935
LY	ZA	1545
LY	ZM	3113
LY	ZW	1097
LY	NA	2966
MA	AE	15573
MA	AG	1632
MA	AL	2151
MA	AM	804
MA	AO	3354
MA	AR	2735
MA	AT	1650
MA	AU	609
MA	AW	1913
MA	AZ	1163
MA	BA	5432
MA	BB	643
MA	BD	2266
MA	BE	16036
MA	BF	9594
MA	BG	1272
MA	BH	8612
MA	BI	3146
MA	BJ	6346
MA	BN	1381
MA	BO	4218
MA	BR	2382
MA	BS	996
MA	BT	785
MA	BW	2065
MA	BY	3449
MA	BZ	2388
MA	CA	3040
MA	CD	4400
MA	CF	45829
MA	CG	22187
MA	CH	4174
MA	CI	18916
MA	CL	1323
MA	CM	10315
MA	CO	3959
MA	CR	2933
MA	CV	5061
MA	CW	1453
MA	CY	2791
MA	CZ	1215
MA	DE	3339
MA	DJ	20815
MA	DK	1565
MA	DO	4335
MA	DZ	38491
MA	EC	4027
MA	EE	765
MA	EG	10723
MA	ES	23172
MA	ET	2228
MA	FI	1112
MA	FJ	799
MA	FR	15693
MA	GA	28825
MA	GB	1528
MA	GD	1342
MA	GE	1784
MA	GF	3512
MA	GH	4247
MA	GM	10824
MA	GN	41818
MA	GP	2237
MA	GQ	20240
MA	GR	1530
MA	GT	2660
MA	GU	718
MA	GW	23204
MA	GY	2751
MA	HK	618
MA	HN	6089
MA	HR	871
MA	HT	3306
MA	HU	1600
MA	ID	1979
MA	IE	1153
MA	IM	899
MA	IN	476
MA	IS	1485
MA	IT	8966
MA	JE	893
MA	JM	2106
MA	JO	13216
MA	JP	310
MA	KE	4064
MA	KG	1168
MA	KH	992
MA	KI	1849
MA	KM	19846
MA	KR	806
MA	KW	6731
MA	KY	1218
MA	KZ	1163
MA	LA	608
MA	LB	11198
MA	LC	1749
MA	LK	1000
MA	LR	9391
MA	LS	2575
MA	LT	1441
MA	LU	6528
MA	LV	1650
MA	LY	11481
MA	MA	1631768
MA	MD	1814
MA	ME	2143
MA	MG	5183
MA	MK	1484
MA	ML	19779
MA	MM	361
MA	MN	926
MA	MO	585
MA	MQ	1707
MA	MR	63255
MA	MT	4992
MA	MU	2163
MA	MV	2657
MA	MW	1127
MA	MX	3113
MA	MY	1078
MA	MZ	3156
MA	NC	1692
MA	NE	16226
MA	NG	2416
MA	NI	4879
MA	NL	6303
MA	NO	1383
MA	NP	743
MA	NZ	672
MA	OM	8224
MA	PA	3232
MA	PE	2456
MA	PF	2477
MA	PG	993
MA	PH	1771
MA	PK	3739
MA	PL	1048
MA	PR	1021
MA	PS	11192
MA	PT	2354
MA	PY	9144
MA	QA	15058
MA	RE	2370
MA	RO	2495
MA	RS	1597
MA	RW	3216
MA	SA	10002
MA	SB	1212
MA	SC	2290
MA	SE	2077
MA	SG	832
MA	SI	1492
MA	SK	2077
MA	SL	11371
MA	SN	31267
MA	SR	1940
MA	ST	15174
MA	SV	2790
MA	SZ	2856
MA	TD	17783
MA	TG	7316
MA	TH	589
MA	TJ	1481
MA	TL	1141
MA	TN	28786
MA	TO	12517
MA	TR	3813
MA	TT	1594
MA	TW	282
MA	TZ	4223
MA	UA	3810
MA	UG	4264
MA	US	1162
MA	UY	2134
MA	UZ	980
MA	VC	909
MA	VN	348
MA	VU	547
MA	WS	6120
MA	XK	1786
MA	YT	5868
MA	ZA	1623
MA	ZM	3632
MA	ZW	1099
MA	NA	2707
MD	AE	3447
MD	AG	341
MD	AL	12908
MD	AM	7704
MD	AO	460
MD	AR	382
MD	AT	17383
MD	AU	627
MD	AW	912
MD	AZ	8428
MD	BA	1803
MD	BB	769
MD	BD	350
MD	BE	21629
MD	BF	527
MD	BG	12595
MD	BH	964
MD	BI	383
MD	BJ	1527
MD	BN	201
MD	BO	269
MD	BR	224
MD	BS	286
MD	BT	161
MD	BW	195
MD	BY	24651
MD	BZ	413
MD	CA	4635
MD	CD	321
MD	CF	1939
MD	CG	1827
MD	CH	13995
MD	CI	628
MD	CL	283
MD	CM	940
MD	CO	304
MD	CR	359
MD	CV	364
MD	CW	477
MD	CY	58390
MD	CZ	36223
MD	DE	41914
MD	DJ	650
MD	DK	10280
MD	DO	597
MD	DZ	1490
MD	EC	383
MD	EE	16975
MD	EG	593
MD	ES	11996
MD	ET	233
MD	FI	5531
MD	FJ	312
MD	FR	22536
MD	GA	497
MD	GB	29345
MD	GD	452
MD	GE	7568
MD	GF	2811
MD	GH	708
MD	GM	2245
MD	GN	691
MD	GP	2447
MD	GQ	596
MD	GR	15879
MD	GT	191
MD	GU	254
MD	GW	459
MD	GY	281
MD	HK	275
MD	HN	282
MD	HR	2034
MD	HT	311
MD	HU	3230
MD	ID	243
MD	IE	103081
MD	IM	3145
MD	IN	225
MD	IS	18171
MD	IT	70078
MD	JE	5430
MD	JM	616
MD	JO	969
MD	JP	292
MD	KE	419
MD	KG	6141
MD	KH	151
MD	KI	102
MD	KM	343
MD	KR	397
MD	KW	590
MD	KY	1022
MD	KZ	5466
MD	LA	137
MD	LB	1895
MD	LC	669
MD	LK	457
MD	LR	714
MD	LS	102
MD	LT	8389
MD	LU	26665
MD	LV	13219
MD	LY	320
MD	MA	1814
MD	MD	20117431
MD	ME	6740
MD	MG	418
MD	MK	5753
MD	ML	749
MD	MM	65
MD	MN	1007
MD	MO	544
MD	MQ	643
MD	MR	415
MD	MT	14315
MD	MU	721
MD	MV	940
MD	MW	413
MD	MX	251
MD	MY	212
MD	MZ	312
MD	NC	335
MD	NE	1408
MD	NG	507
MD	NI	272
MD	NL	11301
MD	NO	6413
MD	NP	224
MD	NZ	691
MD	OM	675
MD	PA	301
MD	PE	345
MD	PF	293
MD	PG	177
MD	PH	300
MD	PK	687
MD	PL	6671
MD	PR	272
MD	PS	789
MD	PT	29723
MD	PY	281
MD	QA	2511
MD	RE	253
MD	RO	190103
MD	RS	3871
MD	RW	347
MD	SA	497
MD	SB	174
MD	SC	1051
MD	SE	3573
MD	SG	523
MD	SI	3844
MD	SK	2947
MD	SL	1105
MD	SN	510
MD	SR	332
MD	ST	812
MD	SV	230
MD	SZ	188
MD	TD	471
MD	TG	793
MD	TH	188
MD	TJ	11132
MD	TL	216
MD	TN	3236
MD	TO	163
MD	TR	3876
MD	TT	316
MD	TW	143
MD	TZ	395
MD	UA	39086
MD	UG	624
MD	US	2268
MD	UY	418
MD	UZ	5688
MD	VC	241
MD	VN	94
MD	VU	100
MD	WS	138
MD	XK	3407
MD	YT	294
MD	ZA	165
MD	ZM	300
MD	ZW	242
MD	NA	435
ME	AE	7701
ME	AG	2341
ME	AL	276699
ME	AM	3847
ME	AO	870
ME	AR	1495
ME	AT	76222
ME	AU	7266
ME	AW	7133
ME	AZ	10704
ME	BA	1312094
ME	BB	3443
ME	BD	512
ME	BE	14541
ME	BF	811
ME	BG	20514
ME	BH	2023
ME	BI	747
ME	BJ	4166
ME	BN	607
ME	BO	689
ME	BR	694
ME	BS	5606
ME	BT	406
ME	BW	1376
ME	BY	19865
ME	BZ	960
ME	CA	5750
ME	CD	561
ME	CF	3811
ME	CG	2668
ME	CH	71089
ME	CI	1094
ME	CL	1078
ME	CM	1100
ME	CO	730
ME	CR	1092
ME	CV	803
ME	CW	1335
ME	CY	26713
ME	CZ	11207
ME	DE	52427
ME	DJ	672
ME	DK	26097
ME	DO	2280
ME	DZ	1389
ME	EC	833
ME	EE	7461
ME	EG	991
ME	ES	4575
ME	ET	427
ME	FI	5123
ME	FJ	463
ME	FR	7898
ME	GA	1174
ME	GB	4796
ME	GD	2224
ME	GE	5191
ME	GF	653
ME	GH	1702
ME	GM	4698
ME	GN	813
ME	GP	1027
ME	GQ	4526
ME	GR	19893
ME	GT	394
ME	GU	585
ME	GW	813
ME	GY	958
ME	HK	1162
ME	HN	654
ME	HR	348050
ME	HT	614
ME	HU	10695
ME	ID	541
ME	IE	6285
ME	IM	2623
ME	IN	275
ME	IS	18458
ME	IT	14124
ME	JE	3361
ME	JM	2584
ME	JO	1404
ME	JP	705
ME	KE	1291
ME	KG	2208
ME	KH	283
ME	KI	611
ME	KM	241
ME	KR	582
ME	KW	1832
ME	KY	6199
ME	KZ	4041
ME	LA	742
ME	LB	2402
ME	LC	8250
ME	LK	838
ME	LR	2303
ME	LS	308
ME	LT	4815
ME	LU	491020
ME	LV	8836
ME	LY	4177
ME	MA	2143
ME	MD	6740
ME	ME	150500114
ME	MG	1296
ME	MK	535481
ME	ML	887
ME	MM	129
ME	MN	1610
ME	MO	1233
ME	MQ	1187
ME	MR	667
ME	MT	82352
ME	MU	3803
ME	MV	3298
ME	MW	332
ME	MX	611
ME	MY	613
ME	MZ	567
ME	NC	713
ME	NE	775
ME	NG	1015
ME	NI	894
ME	NL	11964
ME	NO	20205
ME	NP	303
ME	NZ	2786
ME	OM	1532
ME	PA	1360
ME	PE	763
ME	PF	3599
ME	PG	309
ME	PH	855
ME	PK	846
ME	PL	4134
ME	PR	922
ME	PS	1241
ME	PT	3922
ME	PY	1307
ME	QA	4353
ME	RE	716
ME	RO	7499
ME	RS	2605688
ME	RW	877
ME	SA	1883
ME	SB	290
ME	SC	6260
ME	SE	39705
ME	SG	1785
ME	SI	304962
ME	SK	20463
ME	SL	2082
ME	SN	1373
ME	SR	1035
ME	ST	573
ME	SV	436
ME	SZ	1108
ME	TD	736
ME	TG	3273
ME	TH	529
ME	TJ	2264
ME	TL	815
ME	TN	2214
ME	TO	589
ME	TR	11255
ME	TT	1470
ME	TW	384
ME	TZ	965
ME	UA	14681
ME	UG	1393
ME	US	6913
ME	UY	1663
ME	UZ	2492
ME	VC	5521
ME	VN	182
ME	VU	340
ME	WS	1794
ME	XK	593414
ME	YT	403
ME	ZA	740
ME	ZM	969
ME	ZW	590
ME	NA	1471
MG	AE	3698
MG	AG	1975
MG	AL	1091
MG	AM	293
MG	AO	23247
MG	AR	701
MG	AT	980
MG	AU	446
MG	AW	766
MG	AZ	1156
MG	BA	652
MG	BB	1432
MG	BD	2312
MG	BE	5069
MG	BF	55502
MG	BG	754
MG	BH	2131
MG	BI	49416
MG	BJ	49018
MG	BN	788
MG	BO	789
MG	BR	1689
MG	BS	2378
MG	BT	925
MG	BW	10270
MG	BY	824
MG	BZ	1812
MG	CA	2000
MG	CD	45652
MG	CF	38461
MG	CG	57038
MG	CH	5150
MG	CI	55703
MG	CL	662
MG	CM	39199
MG	CO	1062
MG	CR	1357
MG	CV	4498
MG	CW	1352
MG	CY	1188
MG	CZ	329
MG	DE	3389
MG	DJ	40243
MG	DK	399
MG	DO	4614
MG	DZ	5105
MG	EC	844
MG	EE	302
MG	EG	1390
MG	ES	823
MG	ET	2334
MG	FI	356
MG	FJ	5722
MG	FR	23999
MG	GA	42852
MG	GB	502
MG	GD	2375
MG	GE	593
MG	GF	22866
MG	GH	11833
MG	GM	10272
MG	GN	37092
MG	GP	16264
MG	GQ	27145
MG	GR	772
MG	GT	727
MG	GU	377
MG	GW	13056
MG	GY	5805
MG	HK	574
MG	HN	1313
MG	HR	588
MG	HT	21234
MG	HU	432
MG	ID	880
MG	IE	401
MG	IM	180
MG	IN	1090
MG	IS	525
MG	IT	2052
MG	JE	800
MG	JM	3601
MG	JO	1250
MG	JP	296
MG	KE	16737
MG	KG	420
MG	KH	886
MG	KI	2598
MG	KM	1974856
MG	KR	331
MG	KW	58008
MG	KY	3579
MG	KZ	418
MG	LA	550
MG	LB	6662
MG	LC	3035
MG	LK	9437
MG	LR	22277
MG	LS	5509
MG	LT	329
MG	LU	7403
MG	LV	516
MG	LY	1714
MG	MA	5183
MG	MD	418
MG	ME	1296
MG	MG	27972998
MG	MK	557
MG	ML	30063
MG	MM	394
MG	MN	351
MG	MO	765
MG	MQ	19047
MG	MR	14688
MG	MT	1760
MG	MU	301780
MG	MV	4588
MG	MW	8688
MG	MX	612
MG	MY	697
MG	MZ	99114
MG	NC	6393
MG	NE	27364
MG	NG	5909
MG	NI	1725
MG	NL	599
MG	NO	1118
MG	NP	978
MG	NZ	367
MG	OM	4849
MG	PA	1230
MG	PE	719
MG	PF	7881
MG	PG	37632
MG	PH	1719
MG	PK	2426
MG	PL	359
MG	PR	571
MG	PS	568
MG	PT	1149
MG	PY	1629
MG	QA	3228
MG	RE	453232
MG	RO	1814
MG	RS	941
MG	RW	14126
MG	SA	5761
MG	SB	8354
MG	SC	522992
MG	SE	366
MG	SG	637
MG	SI	952
MG	SK	400
MG	SL	41328
MG	SN	20455
MG	SR	4172
MG	ST	67708
MG	SV	788
MG	SZ	6606
MG	TD	30832
MG	TG	45453
MG	TH	364
MG	TJ	1412
MG	TL	2059
MG	TN	6425
MG	TO	1775
MG	TR	1643
MG	TT	2513
MG	TW	189
MG	TZ	25142
MG	UA	646
MG	UG	18808
MG	US	563
MG	UY	767
MG	UZ	619
MG	VC	2791
MG	VN	218
MG	VU	3265
MG	WS	1818
MG	XK	635
MG	YT	1442496
MG	ZA	4710
MG	ZM	27472
MG	ZW	3326
MG	NA	4396
MK	AE	7216
MK	AG	3206
MK	AL	351588
MK	AM	2501
MK	AO	815
MK	AR	831
MK	AT	140222
MK	AU	30923
MK	AW	4398
MK	AZ	2919
MK	BA	202006
MK	BB	1349
MK	BD	426
MK	BE	27539
MK	BF	578
MK	BG	118521
MK	BH	4485
MK	BI	482
MK	BJ	1948
MK	BN	1007
MK	BO	418
MK	BR	631
MK	BS	1304
MK	BT	317
MK	BW	919
MK	BY	8289
MK	BZ	707
MK	CA	6890
MK	CD	558
MK	CF	9586
MK	CG	892
MK	CH	320693
MK	CI	802
MK	CL	577
MK	CM	775
MK	CO	590
MK	CR	1017
MK	CV	1238
MK	CW	1253
MK	CY	16271
MK	CZ	23007
MK	DE	105192
MK	DJ	1615
MK	DK	26503
MK	DO	1424
MK	DZ	1057
MK	EC	569
MK	EE	6477
MK	EG	841
MK	ES	3265
MK	ET	352
MK	FI	7829
MK	FJ	445
MK	FR	6406
MK	GA	755
MK	GB	10529
MK	GD	1845
MK	GE	3564
MK	GF	541
MK	GH	1576
MK	GM	2181
MK	GN	605
MK	GP	676
MK	GQ	1630
MK	GR	39067
MK	GT	450
MK	GU	553
MK	GW	515
MK	GY	1288
MK	HK	778
MK	HN	704
MK	HR	205854
MK	HT	525
MK	HU	8948
MK	ID	547
MK	IE	5104
MK	IM	2828
MK	IN	225
MK	IS	17626
MK	IT	34537
MK	JE	1406
MK	JM	1949
MK	JO	1617
MK	JP	498
MK	KE	1201
MK	KG	1850
MK	KH	258
MK	KI	2648
MK	KM	281
MK	KR	361
MK	KW	2801
MK	KY	6265
MK	KZ	1779
MK	LA	196
MK	LB	1625
MK	LC	3214
MK	LK	543
MK	LR	1235
MK	LS	433
MK	LT	4805
MK	LU	50277
MK	LV	5869
MK	LY	558
MK	MA	1484
MK	MD	5753
MK	ME	535481
MK	MG	557
MK	MK	57078574
MK	ML	2245
MK	MM	161
MK	MN	1223
MK	MO	961
MK	MQ	485
MK	MR	467
MK	MT	407960
MK	MU	1859
MK	MV	1771
MK	MW	346
MK	MX	496
MK	MY	574
MK	MZ	639
MK	NC	464
MK	NE	1379
MK	NG	881
MK	NI	568
MK	NL	17037
MK	NO	20217
MK	NP	296
MK	NZ	7238
MK	OM	1406
MK	PA	688
MK	PE	495
MK	PF	2810
MK	PG	267
MK	PH	734
MK	PK	867
MK	PL	3162
MK	PR	771
MK	PS	1206
MK	PT	3399
MK	PY	891
MK	QA	9143
MK	RE	489
MK	RO	8782
MK	RS	488138
MK	RW	615
MK	SA	1210
MK	SB	623
MK	SC	5970
MK	SE	52514
MK	SG	1445
MK	SI	551446
MK	SK	38061
MK	SL	2404
MK	SN	817
MK	SR	816
MK	ST	1433
MK	SV	470
MK	SZ	521
MK	TD	806
MK	TG	1074
MK	TH	387
MK	TJ	1452
MK	TL	278
MK	TN	1881
MK	TO	654
MK	TR	12241
MK	TT	1289
MK	TW	385
MK	TZ	887
MK	UA	5265
MK	UG	1370
MK	US	5027
MK	UY	964
MK	UZ	1290
MK	VC	2150
MK	VN	187
MK	VU	235
MK	WS	322
MK	XK	962391
MK	YT	236
MK	ZA	551
MK	ZM	687
MK	ZW	506
MK	NA	1152
ML	AE	4534
ML	AG	3800
ML	AL	1030
ML	AM	373
ML	AO	34347
ML	AR	666
ML	AT	1119
ML	AU	389
ML	AW	982
ML	AZ	1167
ML	BA	658
ML	BB	2245
ML	BD	2475
ML	BE	5194
ML	BF	526199
ML	BG	601
ML	BH	2395
ML	BI	47362
ML	BJ	146661
ML	BN	1035
ML	BO	711
ML	BR	991
ML	BS	3895
ML	BT	629
ML	BW	28920
ML	BY	898
ML	BZ	1829
ML	CA	5435
ML	CD	74380
ML	CF	180502
ML	CG	637809
ML	CH	3266
ML	CI	601587
ML	CL	683
ML	CM	90730
ML	CO	990
ML	CR	869
ML	CV	10245
ML	CW	1348
ML	CY	4189
ML	CZ	360
ML	DE	2156
ML	DJ	24629
ML	DK	708
ML	DO	3877
ML	DZ	21591
ML	EC	892
ML	EE	593
ML	EG	4737
ML	ES	10556
ML	ET	3033
ML	FI	495
ML	FJ	1807
ML	FR	39629
ML	GA	551826
ML	GB	889
ML	GD	4540
ML	GE	825
ML	GF	18950
ML	GH	42013
ML	GM	154361
ML	GN	720990
ML	GP	6603
ML	GQ	1025223
ML	GR	1338
ML	GT	666
ML	GU	573
ML	GW	93664
ML	GY	4893
ML	HK	329
ML	HN	1292
ML	HR	486
ML	HT	34436
ML	HU	420
ML	ID	863
