user_loc	fr_loc	scaled_sci
CM	TT	3557
CM	TW	142
CM	TZ	34882
CM	UA	1464
CM	UG	41165
CM	US	4127
CM	UY	770
CM	UZ	1021
CM	VC	6273
CM	VN	265
CM	VU	1521
CM	WS	1737
CM	XK	979
CM	YT	14721
CM	ZA	14183
CM	ZM	50310
CM	ZW	8461
CM	NA	19554
CO	AE	1578
CO	AG	2085
CO	AL	689
CO	AM	245
CO	AO	2561
CO	AR	10660
CO	AT	1192
CO	AU	3818
CO	AW	133423
CO	AZ	384
CO	BA	387
CO	BB	1497
CO	BD	583
CO	BE	1513
CO	BF	925
CO	BG	561
CO	BH	1093
CO	BI	621
CO	BJ	1898
CO	BN	376
CO	BO	10665
CO	BR	3491
CO	BS	3829
CO	BT	349
CO	BW	525
CO	BY	573
CO	BZ	5411
CO	CA	3294
CO	CD	898
CO	CF	947
CO	CG	1304
CO	CH	3914
CO	CI	1199
CO	CL	31282
CO	CM	1031
CO	CO	1789452
CO	CR	17315
CO	CV	1270
CO	CW	59367
CO	CY	947
CO	CZ	429
CO	DE	1485
CO	DJ	584
CO	DK	694
CO	DO	22004
CO	DZ	1718
CO	EC	42726
CO	EE	433
CO	EG	1125
CO	ES	23978
CO	ET	348
CO	FI	500
CO	FJ	470
CO	FR	1583
CO	GA	984
CO	GB	1038
CO	GD	1716
CO	GE	403
CO	GF	4629
CO	GH	1513
CO	GM	2178
CO	GN	1037
CO	GP	1694
CO	GQ	5929
CO	GR	727
CO	GT	10695
CO	GU	450
CO	GW	1691
CO	GY	7101
CO	HK	361
CO	HN	15542
CO	HR	520
CO	HT	3863
CO	HU	458
CO	ID	602
CO	IE	739
CO	IM	504
CO	IN	281
CO	IS	1664
CO	IT	2147
CO	JE	1053
CO	JM	2055
CO	JO	787
CO	JP	325
CO	KE	843
CO	KG	175
CO	KH	346
CO	KI	595
CO	KM	448
CO	KR	353
CO	KW	849
CO	KY	12682
CO	KZ	205
CO	LA	215
CO	LB	1505
CO	LC	1422
CO	LK	782
CO	LR	1920
CO	LS	436
CO	LT	372
CO	LU	1981
CO	LV	438
CO	LY	620
CO	MA	3959
CO	MD	304
CO	ME	730
CO	MG	1062
CO	MK	590
CO	ML	990
CO	MM	160
CO	MN	261
CO	MO	448
CO	MQ	998
CO	MR	882
CO	MT	7661
CO	MU	752
CO	MV	796
CO	MW	391
CO	MX	9600
CO	MY	323
CO	MZ	1562
CO	NC	404
CO	NE	850
CO	NG	876
CO	NI	18295
CO	NL	1562
CO	NO	877
CO	NP	271
CO	NZ	1666
CO	OM	827
CO	PA	61618
CO	PE	24304
CO	PF	508
CO	PG	596
CO	PH	1220
CO	PK	984
CO	PL	301
CO	PR	8749
CO	PS	619
CO	PT	2254
CO	PY	15418
CO	QA	1013
CO	RE	352
CO	RO	660
CO	RS	574
CO	RW	685
CO	SA	868
CO	SB	647
CO	SC	706
CO	SE	1275
CO	SG	455
CO	SI	608
CO	SK	358
CO	SL	2313
CO	SN	863
CO	SR	4154
CO	ST	2112
CO	SV	11411
CO	SZ	543
CO	TD	781
CO	TG	1492
CO	TH	184
CO	TJ	512
CO	TL	826
CO	TN	2307
CO	TO	515
CO	TR	517
CO	TT	11468
CO	TW	192
CO	TZ	715
CO	UA	358
CO	UG	1147
CO	US	3977
CO	UY	8620
CO	UZ	280
CO	VC	1251
CO	VN	163
CO	VU	257
CO	WS	491
CO	XK	492
CO	YT	396
CO	ZA	479
CO	ZM	841
CO	ZW	355
CO	NA	757
CR	AE	1520
CR	AG	5071
CR	AL	864
CR	AM	324
CR	AO	1799
CR	AR	9078
CR	AT	2759
CR	AU	1552
CR	AW	26312
CR	AZ	384
CR	BA	547
CR	BB	3248
CR	BD	552
CR	BE	2261
CR	BF	817
CR	BG	897
CR	BH	1057
CR	BI	585
CR	BJ	2850
CR	BN	674
CR	BO	8429
CR	BR	2714
CR	BS	6883
CR	BT	439
CR	BW	488
CR	BY	895
CR	BZ	25437
CR	CA	5730
CR	CD	797
CR	CF	837
CR	CG	1237
CR	CH	7702
CR	CI	1306
CR	CL	9420
CR	CM	1179
CR	CO	17315
CR	CR	22142284
CR	CV	1292
CR	CW	23849
CR	CY	1229
CR	CZ	1159
CR	DE	2624
CR	DJ	498
CR	DK	2087
CR	DO	21939
CR	DZ	1503
CR	EC	13323
CR	EE	1363
CR	EG	1082
CR	ES	13343
CR	ET	416
CR	FI	1384
CR	FJ	792
CR	FR	1686
CR	GA	1044
CR	GB	1452
CR	GD	2911
CR	GE	548
CR	GF	2707
CR	GH	1720
CR	GM	3519
CR	GN	979
CR	GP	2545
CR	GQ	4046
CR	GR	1151
CR	GT	33678
CR	GU	1201
CR	GW	3168
CR	GY	2972
CR	HK	759
CR	HN	57148
CR	HR	1037
CR	HT	3534
CR	HU	960
CR	ID	685
CR	IE	2790
CR	IM	4407
CR	IN	337
CR	IS	5439
CR	IT	3081
CR	JE	2292
CR	JM	7360
CR	JO	786
CR	JP	700
CR	KE	970
CR	KG	208
CR	KH	330
CR	KI	639
CR	KM	384
CR	KR	576
CR	KW	1069
CR	KY	59386
CR	KZ	255
CR	LA	247
CR	LB	1437
CR	LC	3339
CR	LK	1649
CR	LR	2181
CR	LS	399
CR	LT	781
CR	LU	3459
CR	LV	898
CR	LY	461
CR	MA	2933
CR	MD	359
CR	ME	1092
CR	MG	1357
CR	MK	1017
CR	ML	869
CR	MM	162
CR	MN	311
CR	MO	1907
CR	MQ	1702
CR	MR	699
CR	MT	3430
CR	MU	1172
CR	MV	1380
CR	MW	664
CR	MX	11386
CR	MY	529
CR	MZ	1243
CR	NC	854
CR	NE	748
CR	NG	1056
CR	NI	1031771
CR	NL	2952
CR	NO	2185
CR	NP	339
CR	NZ	1601
CR	OM	966
CR	PA	150497
CR	PE	10213
CR	PF	1324
CR	PG	664
CR	PH	1323
CR	PK	992
CR	PL	590
CR	PR	14441
CR	PS	739
CR	PT	2744
CR	PY	14989
CR	QA	2095
CR	RE	743
CR	RO	1010
CR	RS	1070
CR	RW	920
CR	SA	834
CR	SB	707
CR	SC	1486
CR	SE	2307
CR	SG	911
CR	SI	1132
CR	SK	731
CR	SL	2489
CR	SN	998
CR	SR	2715
CR	ST	1821
CR	SV	54647
CR	SZ	552
CR	TD	619
CR	TG	1542
CR	TH	266
CR	TJ	557
CR	TL	930
CR	TN	2141
CR	TO	634
CR	TR	550
CR	TT	4322
CR	TW	484
CR	TZ	735
CR	UA	528
CR	UG	1435
CR	US	8992
CR	UY	9498
CR	UZ	302
CR	VC	3692
CR	VN	199
CR	VU	338
CR	WS	493
CR	XK	726
CR	YT	360
CR	ZA	501
CR	ZM	941
CR	ZW	585
CR	NA	983
CV	AE	1677
CV	AG	9655
CV	AL	807
CV	AM	275
CV	AO	336104
CV	AR	1342
CV	AT	4870
CV	AU	910
CV	AW	2781
CV	AZ	429
CV	BA	386
CV	BB	3930
CV	BD	540
CV	BE	28739
CV	BF	5529
CV	BG	1057
CV	BH	976
CV	BI	2754
CV	BJ	8504
CV	BN	1982
CV	BO	4988
CV	BR	18120
CV	BS	6468
CV	BT	313
CV	BW	76753
CV	BY	635
CV	BZ	2936
CV	CA	1512
CV	CD	5768
CV	CF	6677
CV	CG	13689
CV	CH	107200
CV	CI	10366
CV	CL	839
CV	CM	6814
CV	CO	1270
CV	CR	1292
CV	CV	379537767
CV	CW	12172
CV	CY	3758
CV	CZ	2368
CV	DE	5575
CV	DJ	4656
CV	DK	4003
CV	DO	4513
CV	DZ	1378
CV	EC	1870
CV	EE	579
CV	EG	839
CV	ES	31302
CV	ET	1050
CV	FI	4794
CV	FJ	863
CV	FR	135619
CV	GA	20449
CV	GB	16098
CV	GD	5699
CV	GE	455
CV	GF	32009
CV	GH	7520
CV	GM	96632
CV	GN	51469
CV	GP	12590
CV	GQ	65091
CV	GR	1465
CV	GT	857
CV	GU	3004
CV	GW	3902671
CV	GY	6681
CV	HK	417
CV	HN	1533
CV	HR	804
CV	HT	10473
CV	HU	1720
CV	ID	797
CV	IE	3406
CV	IM	1575
CV	IN	285
CV	IS	47710
CV	IT	37682
CV	JE	18743
CV	JM	6822
CV	JO	470
CV	JP	351
CV	KE	6525
CV	KG	391
CV	KH	248
CV	KI	4202
CV	KM	4492
CV	KR	294
CV	KW	870
CV	KY	2226
CV	KZ	221
CV	LA	178
CV	LB	2923
CV	LC	5286
CV	LK	840
CV	LR	23211
CV	LS	4021
CV	LT	751
CV	LU	3072547
CV	LV	576
CV	LY	1059
CV	MA	5061
CV	MD	364
CV	ME	803
CV	MG	4498
CV	MK	1238
CV	ML	10245
CV	MM	93
CV	MN	280
CV	MO	59622
CV	MQ	6854
CV	MR	12720
CV	MT	6687
CV	MU	2328
CV	MV	4226
CV	MW	2329
CV	MX	743
CV	MY	347
CV	MZ	55259
CV	NC	1175
CV	NE	6440
CV	NG	5616
CV	NI	1856
CV	NL	105752
CV	NO	9928
CV	NP	317
CV	NZ	682
CV	OM	816
CV	PA	2528
CV	PE	1079
CV	PF	2814
CV	PG	1928
CV	PH	752
CV	PK	669
CV	PL	654
CV	PR	1427
CV	PS	349
CV	PT	2219184
CV	PY	2852
CV	QA	2318
CV	RE	1667
CV	RO	965
CV	RS	1716
CV	RW	3080
CV	SA	860
CV	SB	2076
CV	SC	9544
CV	SE	11154
CV	SG	553
CV	SI	3143
CV	SK	2819
CV	SL	44075
CV	SN	170092
CV	SR	4483
CV	ST	13342830
CV	SV	987
CV	SZ	6516
CV	TD	4701
CV	TG	15596
CV	TH	139
CV	TJ	435
CV	TL	82427
CV	TN	1591
CV	TO	21682
CV	TR	639
CV	TT	2936
CV	TW	110
CV	TZ	3958
CV	UA	356
CV	UG	6050
CV	US	37374
CV	UY	1301
CV	UZ	257
CV	VC	6113
CV	VN	175
CV	VU	1010
CV	WS	2396
CV	XK	595
CV	YT	8331
CV	ZA	3304
CV	ZM	5618
CV	ZW	2992
CV	NA	42842
CW	AE	3293
CW	AG	295975
CW	AL	783
CW	AM	470
CW	AO	2418
CW	AR	3962
CW	AT	3551
CW	AU	3170
CW	AW	20776860
CW	AZ	476
CW	BA	876
CW	BB	104258
CW	BD	371
CW	BE	27847
CW	BF	920
CW	BG	1437
CW	BH	2007
CW	BI	809
CW	BJ	3458
CW	BN	2088
CW	BO	1737
CW	BR	1812
CW	BS	79819
CW	BT	251
CW	BW	1501
CW	BY	883
CW	BZ	22945
CW	CA	7991
CW	CD	1770
CW	CF	1177
CW	CG	2829
CW	CH	8463
CW	CI	1659
CW	CL	16693
CW	CM	1924
CW	CO	59367
CW	CR	23849
CW	CV	12172
CW	CW	332976040
CW	CY	3462
CW	CZ	1053
CW	DE	4231
CW	DJ	784
CW	DK	2458
CW	DO	235880
CW	DZ	624
CW	EC	17498
CW	EE	2095
CW	EG	546
CW	ES	12477
CW	ET	553
CW	FI	1672
CW	FJ	6720
CW	FR	2929
CW	GA	2440
CW	GB	5535
CW	GD	102397
CW	GE	651
CW	GF	226599
CW	GH	3631
CW	GM	11256
CW	GN	1424
CW	GP	301853
CW	GQ	6450
CW	GR	2174
CW	GT	1814
CW	GU	4462
CW	GW	1575
CW	GY	195913
CW	HK	2370
CW	HN	3298
CW	HR	1768
CW	HT	130798
CW	HU	1780
CW	ID	434
CW	IE	5226
CW	IM	2988
CW	IN	707
CW	IS	4597
CW	IT	3376
CW	JE	16827
CW	JM	401326
CW	JO	865
CW	JP	630
CW	KE	1529
CW	KG	227
CW	KH	198
CW	KI	16685
CW	KM	1935
CW	KR	393
CW	KW	1323
CW	KY	215125
CW	KZ	417
CW	LA	91
CW	LB	13137
CW	LC	198641
CW	LK	723
CW	LR	8329
CW	LS	647
CW	LT	1427
CW	LU	23098
CW	LV	1661
CW	LY	341
CW	MA	1453
CW	MD	477
CW	ME	1335
CW	MG	1352
CW	MK	1253
CW	ML	1348
CW	MM	71
CW	MN	269
CW	MO	2459
CW	MQ	82342
CW	MR	941
CW	MT	15855
CW	MU	5194
CW	MV	1774
CW	MW	789
CW	MX	2148
CW	MY	614
CW	MZ	1198
CW	NC	836
CW	NE	1299
CW	NG	2070
CW	NI	3840
CW	NL	1402196
CW	NO	3663
CW	NP	333
CW	NZ	2376
CW	OM	1237
CW	PA	42022
CW	PE	10859
CW	PF	1743
CW	PG	3503
CW	PH	1324
CW	PK	717
CW	PL	1150
CW	PR	26685
CW	PS	1219
CW	PT	10908
CW	PY	3697
CW	QA	2382
CW	RE	2687
CW	RO	1078
CW	RS	1211
CW	RW	898
CW	SA	1049
CW	SB	1165
CW	SC	4750
CW	SE	2921
CW	SG	2635
CW	SI	2204
CW	SK	844
CW	SL	4199
CW	SN	2194
CW	SR	1327888
CW	ST	1575
CW	SV	2526
CW	SZ	1191
CW	TD	644
CW	TG	2122
CW	TH	282
CW	TJ	276
CW	TL	414
CW	TN	1095
CW	TO	2456
CW	TR	703
CW	TT	100541
CW	TW	404
CW	TZ	1126
CW	UA	701
CW	UG	2406
CW	US	10084
CW	UY	3975
CW	UZ	236
CW	VC	185673
CW	VN	173
CW	VU	805
CW	WS	1200
CW	XK	776
CW	YT	2450
CW	ZA	1151
CW	ZM	2072
CW	ZW	1492
CW	NA	3129
CY	AE	33118
CY	AG	7354
CY	AL	16998
CY	AM	14713
CY	AO	3010
CY	AR	1848
CY	AT	17615
CY	AU	19319
CY	AW	2765
CY	AZ	13429
CY	BA	6037
CY	BB	3253
CY	BD	15880
CY	BE	13406
CY	BF	1930
CY	BG	173694
CY	BH	26495
CY	BI	11455
CY	BJ	4773
CY	BN	8374
CY	BO	473
CY	BR	823
CY	BS	4748
CY	BT	1885
CY	BW	12995
CY	BY	24240
CY	BZ	2598
CY	CA	9168
CY	CD	47509
CY	CF	9875
CY	CG	21742
CY	CH	18448
CY	CI	6575
CY	CL	969
CY	CM	92449
CY	CO	947
CY	CR	1229
CY	CV	3758
CY	CW	3462
CY	CY	66346316
CY	CZ	11019
CY	DE	20577
CY	DJ	9613
CY	DK	10813
CY	DO	1556
CY	DZ	1209
CY	EC	604
CY	EE	19094
CY	EG	8073
CY	ES	7860
CY	ET	3738
CY	FI	10627
CY	FJ	7864
CY	FR	5804
CY	GA	7519
CY	GB	69034
CY	GD	8331
CY	GE	60812
CY	GF	1642
CY	GH	9065
CY	GM	52611
CY	GN	46768
CY	GP	1708
CY	GQ	23630
CY	GR	820712
CY	GT	409
CY	GU	3887
CY	GW	2692
CY	GY	1673
CY	HK	6812
CY	HN	642
CY	HR	7291
CY	HT	1148
CY	HU	13719
CY	ID	779
CY	IE	16231
CY	IM	28789
CY	IN	3402
CY	IS	13083
CY	IT	10606
CY	JE	30978
CY	JM	3297
CY	JO	27671
CY	JP	2356
CY	KE	6817
CY	KG	13405
CY	KH	739
CY	KI	670
CY	KM	3500
CY	KR	2396
CY	KW	19085
CY	KY	16221
CY	KZ	8013
CY	LA	636
CY	LB	50319
CY	LC	6763
CY	LK	38680
CY	LR	9894
CY	LS	1899
CY	LT	28493
CY	LU	36336
CY	LV	37268
CY	LY	9870
CY	MA	2791
CY	MD	58390
CY	ME	26713
CY	MG	1188
CY	MK	16271
CY	ML	4189
CY	MM	299
CY	MN	2071
CY	MO	12438
CY	MQ	1518
CY	MR	1654
CY	MT	67977
CY	MU	5542
CY	MV	17136
CY	MW	3721
CY	MX	597
CY	MY	4927
CY	MZ	1777
CY	NC	1401
CY	NE	2615
CY	NG	31889
CY	NI	587
CY	NL	15980
CY	NO	12010
CY	NP	65697
CY	NZ	6548
CY	OM	18760
CY	PA	1270
CY	PE	539
CY	PF	1508
CY	PG	1295
CY	PH	9665
CY	PK	17978
CY	PL	6895
CY	PR	1234
CY	PS	23841
CY	PT	11154
CY	PY	1656
CY	QA	32873
CY	RE	1127
CY	RO	77863
CY	RS	19815
CY	RW	16862
CY	SA	14807
CY	SB	766
CY	SC	26461
CY	SE	16804
CY	SG	8155
CY	SI	12213
CY	SK	19105
CY	SL	63583
CY	SN	5056
CY	SR	4532
CY	ST	1033
CY	SV	450
CY	SZ	47630
CY	TD	5879
CY	TG	9701
CY	TH	976
CY	TJ	6639
CY	TL	604
CY	TN	3051
CY	TO	1297
CY	TR	101889
CY	TT	3557
CY	TW	1654
CY	TZ	3065
CY	UA	15264
CY	UG	9486
CY	US	4090
CY	UY	1977
CY	UZ	5530
CY	VC	20263
CY	VN	3941
CY	VU	953
CY	WS	786
CY	XK	5509
CY	YT	1229
CY	ZA	5831
CY	ZM	11757
CY	ZW	131221
CY	NA	13841
CZ	AE	2040
CZ	AG	741
CZ	AL	3813
CZ	AM	4610
CZ	AO	449
CZ	AR	638
CZ	AT	24707
CZ	AU	3381
CZ	AW	1606
CZ	AZ	3010
CZ	BA	8668
CZ	BB	809
CZ	BD	294
CZ	BE	6266
CZ	BF	245
CZ	BG	26301
CZ	BH	1044
CZ	BI	226
CZ	BJ	607
CZ	BN	573
CZ	BO	360
CZ	BR	451
CZ	BS	726
CZ	BT	482
CZ	BW	775
CZ	BY	9248
CZ	BZ	664
CZ	CA	3077
CZ	CD	287
CZ	CF	438
CZ	CG	516
CZ	CH	16176
CZ	CI	387
CZ	CL	634
CZ	CM	507
CZ	CO	429
CZ	CR	1159
CZ	CV	2368
CZ	CW	1053
CZ	CY	11019
CZ	CZ	4778409
CZ	DE	11437
CZ	DJ	285
CZ	DK	6346
CZ	DO	570
CZ	DZ	1056
CZ	EC	402
CZ	EE	7859
CZ	EG	647
CZ	ES	3959
CZ	ET	349
CZ	FI	6045
CZ	FJ	274
CZ	FR	3263
CZ	GA	367
CZ	GB	9877
CZ	GD	1008
CZ	GE	6025
CZ	GF	604
CZ	GH	1326
CZ	GM	1818
CZ	GN	564
CZ	GP	884
CZ	GQ	407
CZ	GR	7135
CZ	GT	238
CZ	GU	568
CZ	GW	646
CZ	GY	311
CZ	HK	993
CZ	HN	315
CZ	HR	12010
CZ	HT	236
CZ	HU	11648
CZ	ID	277
CZ	IE	11866
CZ	IM	6920
CZ	IN	231
CZ	IS	22083
CZ	IT	5485
CZ	JE	6149
CZ	JM	676
CZ	JO	663
CZ	JP	1065
CZ	KE	477
CZ	KG	2849
CZ	KH	238
CZ	KI	147
CZ	KM	168
CZ	KR	1039
CZ	KW	735
CZ	KY	3929
CZ	KZ	2172
CZ	LA	289
CZ	LB	1287
CZ	LC	554
CZ	LK	667
CZ	LR	551
CZ	LS	93
CZ	LT	5184
CZ	LU	11947
CZ	LV	7942
CZ	LY	533
CZ	MA	1215
CZ	MD	36223
CZ	ME	11207
CZ	MG	329
CZ	MK	23007
CZ	ML	360
CZ	MM	107
CZ	MN	23666
CZ	MO	1196
CZ	MQ	1008
CZ	MR	201
CZ	MT	16142
CZ	MU	1525
CZ	MV	3710
CZ	MW	160
CZ	MX	450
CZ	MY	516
CZ	MZ	274
CZ	NC	1276
CZ	NE	222
CZ	NG	434
CZ	NI	308
CZ	NL	7295
CZ	NO	6385
CZ	NP	1159
CZ	NZ	7500
CZ	OM	796
CZ	PA	715
CZ	PE	373
CZ	PF	911
CZ	PG	297
CZ	PH	600
CZ	PK	362
CZ	PL	9947
CZ	PR	539
CZ	PS	779
CZ	PT	4641
CZ	PY	397
CZ	QA	1261
CZ	RE	801
CZ	RO	10457
CZ	RS	16534
CZ	RW	493
CZ	SA	516
CZ	SB	182
CZ	SC	4437
CZ	SE	5290
CZ	SG	1497
CZ	SI	14363
CZ	SK	378396
CZ	SL	682
CZ	SN	441
CZ	SR	807
CZ	ST	1116
CZ	SV	280
CZ	SZ	264
CZ	TD	428
CZ	TG	475
CZ	TH	430
CZ	TJ	2320
CZ	TL	210
CZ	TN	2876
CZ	TO	910
CZ	TR	1077
CZ	TT	661
CZ	TW	850
CZ	TZ	351
CZ	UA	44589
CZ	UG	635
CZ	US	1621
CZ	UY	764
CZ	UZ	2345
CZ	VC	819
CZ	VN	3473
CZ	VU	451
CZ	WS	306
CZ	XK	7412
CZ	YT	234
CZ	ZA	377
CZ	ZM	541
CZ	ZW	887
CZ	NA	1130
DE	AE	5754
DE	AG	2988
DE	AL	38512
DE	AM	7998
DE	AO	1693
DE	AR	1648
DE	AT	111647
DE	AU	7442
DE	AW	3820
DE	AZ	5812
DE	BA	108540
DE	BB	2854
DE	BD	798
DE	BE	16091
DE	BF	2229
DE	BG	62536
DE	BH	3122
DE	BI	1129
DE	BJ	2839
DE	BN	1077
DE	BO	1141
DE	BR	1491
DE	BS	1941
DE	BT	908
DE	BW	1151
DE	BY	6021
DE	BZ	1214
DE	CA	5622
DE	CD	1470
DE	CF	2153
DE	CG	2257
DE	CH	77934
DE	CI	2724
DE	CL	2132
DE	CM	9480
DE	CO	1485
DE	CR	2624
DE	CV	5575
DE	CW	4231
DE	CY	20577
DE	CZ	11437
DE	DE	869143
DE	DJ	9005
DE	DK	16992
DE	DO	3061
DE	DZ	1337
DE	EC	1475
DE	EE	9545
DE	EG	2280
DE	ES	10022
DE	ET	8311
DE	FI	9754
DE	FJ	947
DE	FR	8483
DE	GA	2930
DE	GB	10415
DE	GD	3105
DE	GE	12195
DE	GF	1851
DE	GH	8058
DE	GM	38864
DE	GN	17761
DE	GP	2160
DE	GQ	4449
DE	GR	42993
DE	GT	637
DE	GU	3994
DE	GW	10289
DE	GY	802
DE	HK	2511
DE	HN	890
DE	HR	76354
DE	HT	696
DE	HU	36547
DE	ID	589
DE	IE	13106
DE	IM	6857
DE	IN	674
DE	IS	23974
DE	IT	19311
DE	JE	8066
DE	JM	3041
DE	JO	5968
DE	JP	1888
DE	KE	3378
DE	KG	2305
DE	KH	475
DE	KI	653
DE	KM	413
DE	KR	1898
DE	KW	2949
DE	KY	5816
DE	KZ	1960
DE	LA	685
DE	LB	22880
DE	LC	2614
DE	LK	2719
DE	LR	5420
DE	LS	333
DE	LT	17412
DE	LU	88350
DE	LV	20273
DE	LY	3170
DE	MA	3339
DE	MD	41914
DE	ME	52427
DE	MG	3389
DE	MK	105192
DE	ML	2156
DE	MM	200
DE	MN	3565
DE	MO	1788
DE	MQ	1966
DE	MR	2086
DE	MT	22026
DE	MU	3643
DE	MV	3252
DE	MW	674
DE	MX	953
DE	MY	996
DE	MZ	1208
DE	NC	1577
DE	NE	2618
DE	NG	2864
DE	NI	1059
DE	NL	24032
DE	NO	13605
DE	NP	1332
DE	NZ	8154
DE	OM	2221
DE	PA	1598
DE	PE	1181
DE	PF	1573
DE	PG	538
DE	PH	1210
DE	PK	2066
DE	PL	32094
DE	PR	1692
DE	PS	5384
DE	PT	15394
DE	PY	2084
DE	QA	4328
DE	RE	1732
DE	RO	76987
DE	RS	55912
DE	RW	2126
DE	SA	2941
DE	SB	509
DE	SC	6506
DE	SE	18428
DE	SG	3894
DE	SI	30803
DE	SK	13915
DE	SL	11285
DE	SN	3859
DE	SR	1166
DE	ST	1974
DE	SV	804
DE	SZ	796
DE	TD	2099
DE	TG	8302
DE	TH	1550
DE	TJ	5002
DE	TL	422
DE	TN	9535
DE	TO	1188
DE	TR	16693
DE	TT	1906
DE	TW	1302
DE	TZ	1327
DE	UA	6089
DE	UG	3953
DE	US	4007
DE	UY	2110
DE	UZ	1732
DE	VC	1603
DE	VN	1823
DE	VU	531
DE	WS	814
DE	XK	116917
DE	YT	656
DE	ZA	1237
DE	ZM	1110
DE	ZW	3421
DE	NA	6008
DJ	AE	22291
DJ	AG	2835
DJ	AL	622
DJ	AM	267
DJ	AO	5749
DJ	AR	342
DJ	AT	7490
DJ	AU	1926
DJ	AW	624
DJ	AZ	1011
DJ	BA	1012
DJ	BB	1023
DJ	BD	2698
DJ	BE	29517
DJ	BF	24380
DJ	BG	408
DJ	BH	17500
DJ	BI	23475
DJ	BJ	30049
DJ	BN	1094
DJ	BO	550
DJ	BR	630
DJ	BS	1782
DJ	BT	1019
DJ	BW	5071
DJ	BY	704
DJ	BZ	2154
DJ	CA	19482
DJ	CD	14292
DJ	CF	93196
DJ	CG	33668
DJ	CH	12088
DJ	CI	17424
DJ	CL	294
DJ	CM	33248
DJ	CO	584
DJ	CR	498
DJ	CV	4656
DJ	CW	784
DJ	CY	9613
DJ	CZ	285
DJ	DE	9005
DJ	DJ	159911052
DJ	DK	3528
DJ	DO	1951
DJ	DZ	6591
DJ	EC	622
DJ	EE	215
DJ	EG	14492
DJ	ES	681
DJ	ET	559629
DJ	FI	8882
DJ	FJ	1003
DJ	FR	20297
DJ	GA	26436
DJ	GB	5802
DJ	GD	2904
DJ	GE	594
DJ	GF	15402
DJ	GH	6630
DJ	GM	9074
DJ	GN	50785
DJ	GP	6144
DJ	GQ	16341
DJ	GR	10820
DJ	GT	416
DJ	GU	6374
DJ	GW	7769
DJ	GY	2836
DJ	HK	431
DJ	HN	823
DJ	HR	280
DJ	HT	9477
DJ	HU	389
DJ	ID	1232
DJ	IE	2626
DJ	IM	229
DJ	IN	1140
DJ	IS	2380
DJ	IT	2013
DJ	JE	202
DJ	JM	3494
DJ	JO	5277
DJ	JP	639
DJ	KE	89620
DJ	KG	673
DJ	KH	801
DJ	KI	966
DJ	KM	28615
DJ	KR	324
DJ	KW	12217
DJ	KY	1398
DJ	KZ	494
DJ	LA	362
DJ	LB	11704
DJ	LC	2079
DJ	LK	3559
DJ	LR	11570
DJ	LS	6206
DJ	LT	335
DJ	LU	5639
DJ	LV	271
DJ	LY	8285
DJ	MA	20815
DJ	MD	650
DJ	ME	672
DJ	MG	40243
DJ	MK	1615
DJ	ML	24629
DJ	MM	390
DJ	MN	465
DJ	MO	479
DJ	MQ	5223
DJ	MR	35759
DJ	MT	20430
DJ	MU	5534
DJ	MV	3876
DJ	MW	5653
DJ	MX	422
DJ	MY	2253
DJ	MZ	9273
DJ	NC	10268
DJ	NE	42236
DJ	NG	3209
DJ	NI	913
DJ	NL	7586
DJ	NO	9927
DJ	NP	1406
DJ	NZ	1309
DJ	OM	9748
DJ	PA	614
DJ	PE	427
DJ	PF	14125
DJ	PG	2891
DJ	PH	1864
DJ	PK	3182
DJ	PL	442
DJ	PR	1144
DJ	PS	2668
DJ	PT	739
DJ	PY	992
DJ	QA	26873
DJ	RE	11437
DJ	RO	698
DJ	RS	655
DJ	RW	15032
DJ	SA	57561
DJ	SB	1905
DJ	SC	31652
DJ	SE	39660
DJ	SG	778
DJ	SI	331
DJ	SK	487
DJ	SL	13655
DJ	SN	122211
DJ	SR	2314
DJ	ST	6060
DJ	SV	456
DJ	SZ	7490
DJ	TD	465844
DJ	TG	19605
DJ	TH	245
DJ	TJ	1136
DJ	TL	1442
DJ	TN	15003
DJ	TO	3401
DJ	TR	16734
DJ	TT	1313
DJ	TW	119
DJ	TZ	16585
DJ	UA	521
DJ	UG	34612
DJ	US	4092
DJ	UY	387
DJ	UZ	592
DJ	VC	1875
DJ	VN	151
DJ	VU	957
DJ	WS	1263
DJ	XK	2308
DJ	YT	25354
DJ	ZA	7852
DJ	ZM	10412
DJ	ZW	3337
DJ	NA	4754
DK	AE	4916
DK	AG	2538
DK	AL	4110
DK	AM	2487
DK	AO	537
DK	AR	2707
DK	AT	15993
DK	AU	9959
DK	AW	2256
DK	AZ	1015
DK	BA	22217
DK	BB	3932
DK	BD	639
DK	BE	10912
DK	BF	608
DK	BG	20983
DK	BH	2328
DK	BI	2470
DK	BJ	613
DK	BN	1249
DK	BO	467
DK	BR	813
DK	BS	2455
DK	BT	1879
DK	BW	1130
DK	BY	2917
DK	BZ	896
DK	CA	5978
DK	CD	1042
DK	CF	913
DK	CG	854
DK	CH	21868
DK	CI	749
DK	CL	2007
DK	CM	2017
DK	CO	694
DK	CR	2087
DK	CV	4003
DK	CW	2458
DK	CY	10813
DK	CZ	6346
DK	DE	16992
DK	DJ	3528
DK	DK	10637118
DK	DO	688
DK	DZ	437
DK	EC	604
DK	EE	21493
DK	EG	871
DK	ES	7519
DK	ET	3408
DK	FI	21916
